RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NC_017271,Xanthomonas campestris pv. raphani 756C chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(4941173.0, 200.0)","(1530.0, 1804.0)",,,4941214,False,0.6528747793558425,"(221.05859875679016, 1.2479374408721924, 250.10211873054504)",4929100,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP011526,"Staphylococcus aureus subsp. aureus DSM 20231, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2754886.0, 543.0)","(1906.0, 2182.0)",,,2755072,False,0.3285935902945549,"(97.31366515159607, 1.0590019226074219, 113.38847208023071)",17553,2044345.0,,,,,,,,,0.8501264101667981,0.1498735898332018,,,,,,,,,0.875,0.125,,,,,,,,,0.9989086422651005,0.0010913577348995,,,,,,,,,0.6764705882352942,0.3235294117647059,,,,,,,,,True,False,,,,,,,,
NZ_CP016190,Mycobacterium abscessus strain FLAC028 chromosome,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium","(5187979.0, 5188101.0)",,,,5188101,False,0.6421783230511511,"(268.7422022819519, 1.0731871128082275, 294.0593419075012)",5187852,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP009211,"Corynebacterium imitans strain DSM 44264, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2564505.0, 2565321.0)","(1675.0, 2359.0)",,,2565321,False,0.6426252309165208,"(141.59703421592712, 0.5329685211181641, 152.95810317993164)",15773,2129575.0,451045.0,898265.0,1179161.0,,,,,,0.7595054738684767,0.2706446037948846,0.2281521419567634,0.1835776837601768,0.0591219771119155,,,,,,0.5294117647058824,0.1764705882352941,0.1764705882352941,0.0588235294117647,0.0588235294117647,,,,,,0.9991046568995474,0.6354632231493597,0.6256328964585255,0.2419095218687659,0.0008953431004525,,,,,,0.75,0.0,0.0,0.0,0.25,,,,,,True,False,False,False,False,,,,,
NZ_CP009577,"Listeria ivanovii subsp. ivanovii strain WSLC 3010, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(56992.0, 57185.0)","(55132.0, 55635.0)",,,2919548,False,0.3715129876268518,"(187.18344688415527, 1.0136876106262207, 206.00240921974182)",22952,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP012712,"Parageobacillus thermoglucosidasius strain DSM 2542 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Parageobacillus","(614505.0, 614974.0)","(612971.0, 613151.0)",,,3873116,False,0.4389112022464599,"(247.5020308494568, 1.252915859222412, 272.24953627586365)",610346,3873102.0,,,,,,,,,0.8278943475801849,0.1721056524198151,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.99883455789207,0.0011654421079301,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,True,False,,,,,,,,
NZ_CP015206,"Pediococcus acidilactici strain ZPA017, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Pediococcus, Pediococcus acidilactici group","(1417650.0, 1417824.0)","(1415791.0, 1416308.0)",,,2131361,False,0.4210215913681446,"(83.53154850006104, 0.8462412357330322, 99.15663743019104)",1431559,2354.0,,,,,,,,,0.8740237790929264,0.1259762209070735,,,,,,,,,0.7,0.3,,,,,,,,,0.9989944142018562,0.0010055857981436,,,,,,,,,0.9230769230769232,0.0769230769230769,,,,,,,,,True,False,,,,,,,,
NZ_AP014921,"Staphylococcus aureus DNA, complete genome, strain: JH4899.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2808708.0, 456.0)","(1819.0, 2095.0)",,,2808921,False,0.3277966877672957,"(142.02841067314148, 0.6924879550933838, 155.28016757965088)",12407,247002.0,,,,,,,,,0.8584473794600003,0.1415526205399998,,,,,,,,,0.9,0.1,,,,,,,,,0.996770709808572,0.0032292901914281,,,,,,,,,0.6785714285714286,0.3214285714285714,,,,,,,,,True,False,,,,,,,,
NZ_CP009557,"Clostridium perfringens strain FORC_003, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3337737.0, 235.0)","(1610.0, 1903.0)",,,3338532,False,0.2843387452928413,"(216.7696807384491, 0.9642627239227295, 237.85172629356384)",3338053,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP016087,"Clostridium saccharoperbutylacetonicum strain N1-504 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(6216431.0, 476.0)","(1833.0, 2093.0)",,,6216458,False,0.2954560297841632,"(400.844863653183, 1.883052110671997, 444.81188702583313)",6204759,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP019230,"Bacillus thuringiensis strain YGd22-03, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(4853594.0, 4853772.0)","(4851689.0, 4852252.0)",,,5420545,False,0.3522798906751996,"(245.34541201591492, 1.1417295932769775, 267.65642499923706)",4849187,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP013689,"Streptococcus infantarius strain ICDDRB-NRC-S5, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1793389.0, 1793546.0)","(1791830.0, 1792032.0)",,,1818293,False,0.3774930662989958,"(84.01690602302551, 0.7524714469909668, 97.18122386932373)",1808359,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP024273,"Escherichia coli strain F9792 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4031570.0, 4031947.0)",,,,4875605,False,0.5056791926335296,"(204.10694003105164, 0.8406074047088623, 220.8866159915924)",4033413,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_022222,Staphylococcus aureus subsp. aureus 6850,"Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus","(2735931.0, 100.0)","(1463.0, 1739.0)",,,2736560,False,0.3278334843745432,"(109.89210677146912, 1.0734922885894775, 129.4840304851532)",17742,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP009328,"Bacillus anthracis strain Vollum 1B, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(4023911.0, 4024088.0)","(4022006.0, 4022569.0)",,,5229969,False,0.3538231297355682,"(234.91593766212463, 1.9913713932037354, 274.768976688385)",4019856,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP024275,"Escherichia coli O6:H16 strain M9682-C1 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4160017.0, 4160394.0)",,,,4778550,False,0.5071944418285882,"(236.34489059448242, 0.78151535987854, 251.7093484401703)",4128290,820613.0,,,,,,,,,0.7271305294928241,0.2728694705071759,,,,,,,,,0.6363636363636364,0.3636363636363636,,,,,,,,,0.9995734066602904,0.0004265933397096,,,,,,,,,0.5454545454545454,0.4545454545454545,,,,,,,,,True,False,,,,,,,,
NZ_CP013252,"Clostridium butyricum strain KNU-L09 chromosome 1, complete sequence.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(313674.0, 313935.0)","(311808.0, 312320.0)",,,3824894,False,0.2883371408462561,"(183.16726851463318, 0.8594293594360352, 201.4820055961609)",364406,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP017090,"Staphylococcus aureus strain ISU935, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2861048.0, 269.0)","(1632.0, 1908.0)",,,2861508,False,0.3291442833638767,"(141.96287393569946, 0.6096856594085693, 153.48628687858582)",13132,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP006910,"Streptococcus agalactiae CNCTC 10/84, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2013736.0, 101.0)","(1464.0, 1617.0)",,,2013842,False,0.3543803337103904,"(83.55633878707886, 0.47411131858825684, 91.61637377738953)",1032,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP007208,"Staphylococcus xylosus strain HKUOPL8, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2534261.0, 2534992.0)","(2532651.0, 2532892.0)",,,2836901,False,0.3276712863790453,"(144.7747039794922, 1.1108629703521729, 165.46340417861938)",2518035,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP018102,"Enterococcus faecalis strain L12, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(48631.0, 48831.0)","(46765.0, 47286.0)",,,2668254,False,0.3779760097801783,"(136.09796142578125, 0.9612064361572266, 156.00780153274536)",31129,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP021061,"Bacillus thuringiensis strain ATCC 10792 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5342507.0, 5342684.0)","(5340602.0, 5341165.0)",,,5427594,False,0.3531745373732818,"(292.1579406261444, 1.194847583770752, 319.74518513679504)",5338486,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP013019,"Clostridium pasteurianum strain M150B, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4351340.0, 100.0)","(1448.0, 1702.0)",,,4351863,False,0.2993543225050972,"(226.1228597164154, 1.0255146026611328, 246.8362648487091)",2942,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP014963,"Geobacter anodireducens strain SD-1 chromosome, complete genome.","Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(3555200.0, 29.0)","(1368.0, 1593.0)",,,3555507,False,0.6176337158104316,"(228.14661073684692, 1.1146965026855469, 251.8626368045807)",3536703,617671.0,2936983.0,1254301.0,,,,,,,0.5648148148148148,0.440473510893541,0.2269033587895399,0.1111111111111111,,,,,,,0.4444444444444444,0.0555555555555555,0.1666666666666666,0.3333333333333333,,,,,,,1.0,0.5158649771250674,0.5140434097019533,0.0,,,,,,,0.25,0.75,0.0,0.0,,,,,,,False,False,False,False,,,,,,
NZ_CP024496,"Klebsiella pneumoniae strain KSB1_7E chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella","(5197861.0, 5198241.0)",,,,5232513,False,0.5758603944223358,"(242.8547568321228, 1.9933655261993408, 286.47885394096375)",5196576,,,,,,,,,,0.8887864580010136,,,,,,,,,,1.0,,,,,,,,,,0.6663593740030407,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP015250,"Bacillus thuringiensis Bt18247, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5609519.0, 37.0)","(1379.0, 1556.0)",,,5610045,False,0.3533461852801537,"(313.92544984817505, 1.3271183967590332, 344.5267095565796)",5607403,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP018776,"Staphylococcus condimenti strain StO 2014-01 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2665507.0, 497.0)","(1860.0, 2113.0)",,,2665650,False,0.3461939864573368,"(105.37051725387573, 0.4910452365875244, 114.54455208778381)",2655380,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP001970,"Bacillus anthracis str. A16, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5228685.0, 406.0)","(1748.0, 1925.0)",,,5228842,False,0.3537957352698743,"(214.4211230278015, 0.9180359840393066, 233.71993899345398)",5225763,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP015593,"Listeria monocytogenes strain ICDC-LM188, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2982499.0, 318.0)","(1675.0, 1867.0)",,,2982685,False,0.3800384552844165,"(175.8496606349945, 1.1548395156860352, 196.671320438385)",2981672,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP024499,"Klebsiella pneumoniae strain KSB1_4E chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella","(5200311.0, 5200691.0)",,,,5234963,False,0.5758329141963372,"(273.5263104438782, 1.0889487266540527, 301.92505836486816)",5199026,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP007689,"Listeria monocytogenes strain L2074, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2897004.0, 317.0)","(1674.0, 1866.0)",,,2897190,False,0.3801711313376064,"(105.34664964675903, 0.5111186504364014, 114.76661515235901)",2896209,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP012395,"Clostridium autoethanogenum DSM 10061, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(2263897.0, 2264152.0)","(2261947.0, 2262543.0)",,,4352446,False,0.3109210315303165,"(245.56978368759155, 1.5133514404296875, 276.7961974143982)",2276486,2066.0,,,,,,,,,0.7490504968832283,0.2509495031167718,,,,,,,,,0.6428571428571429,0.3571428571428571,,,,,,,,,0.9996431850018442,0.0003568149981558,,,,,,,,,0.6046511627906976,0.3953488372093023,,,,,,,,,True,False,,,,,,,,
NZ_CP018630,"Clostridium chauvoei strain 12S0467, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(2885090.0, 2885628.0)","(1360.0, 1616.0)",,,2885628,False,0.2828684085405326,"(180.59610390663147, 0.999474048614502, 199.84691739082336)",0,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP007539,"Staphylococcus aureus strain NRS 100, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2822358.0, 2823087.0)","(1363.0, 1639.0)",,,2810186,False,0.3281900201623665,"(130.1577763557434, 0.6154868602752686, 141.24287390708923)",2371144,937720.0,,,,,,,,,0.876735571313278,0.123264428686722,,,,,,,,,0.9,0.1,,,,,,,,,0.9994374831706032,0.000562516829397,,,,,,,,,0.7307692307692307,0.2692307692307692,,,,,,,,,True,False,,,,,,,,
NZ_AP012332,"Gardnerella vaginalis ATCC 14018 = JCM 11026 DNA, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella","(1666998.0, 1667406.0)","(1609.0, 2033.0)",,,1667406,False,0.4136341119079576,"(69.03899693489075, 0.38652992248535156, 75.8372414112091)",2315,142933.0,1209254.0,926004.0,,,,,,,0.780587882378306,0.3473171575715647,0.1921683117589888,0.0775614085132324,,,,,,,0.75,0.0833333333333333,0.0833333333333333,0.0833333333333333,,,,,,,0.9991710545423252,0.8104699912332127,0.382060490832522,0.0012027440582157,,,,,,,0.5925925925925926,0.1111111111111111,0.1481481481481481,0.1481481481481481,,,,,,,True,False,False,False,,,,,,
NZ_CP017694,"Geobacillus thermodenitrificans strain KCTC3902 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Geobacillus","(1839846.0, 1840321.0)","(1838322.0, 1838492.0)",,,3505276,False,0.4910868644865625,"(132.71357131004333, 0.6722514629364014, 145.7204945087433)",1835549,121.0,,,,,,,,,0.8456916289538875,0.1543083710461125,,,,,,,,,0.6,0.4,,,,,,,,,0.9995748868616624,0.0004251131383377,,,,,,,,,0.9375,0.0625,,,,,,,,,True,False,,,,,,,,
NZ_CP014890,"Lactobacillus backii strain TMW 1.1992 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2196648.0, 2197176.0)","(2195113.0, 2195282.0)",,,2548351,True,0.4090417685789752,"(121.656489610672, 0.5558817386627197, 133.40564465522766)",2195039,815.0,226061.0,,,,,,,,0.6777713273573528,0.3812294624875743,0.0712865442570546,,,,,,,,0.4736842105263157,0.4736842105263157,0.0526315789473684,,,,,,,,0.9996297715457426,0.390004176936407,0.0012280538237954,,,,,,,,0.56,0.28,0.16,,,,,,,,True,False,False,,,,,,,
NZ_CP019743,"Lactobacillus brevis strain TMW 1.2111 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2570713.0, 2571250.0)","(1360.0, 1628.0)",,,2571250,False,0.4581106465726786,"(103.34071588516235, 0.5713365077972412, 114.23360705375671)",2049,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_018143,Mycobacterium tuberculosis H37Rv chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex","(4411106.0, 4411708.0)","(1525.0, 2051.0)",,,4411709,False,0.656159551774607,"(209.79785108566284, 1.1204018592834473, 233.26203083992004)",4411398,3903785.0,,,,,,,,,0.9160471135169224,0.0839528864830774,,,,,,,,,0.75,0.25,,,,,,,,,0.9981413405507678,0.0018586594492322,,,,,,,,,1.0,0.0,,,,,,,,,True,False,,,,,,,,
NZ_CP009423,"Staphylococcus aureus subsp. aureus strain USA300_SUR1, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2904592.0, 543.0)","(1906.0, 2182.0)",,,2904778,False,0.3279482975979575,"(113.40228319168091, 0.6400630474090576, 125.56796741485596)",12988,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_015672,Flexistipes sinusarabici DSM 4947 chromosome,"Bacteria, Deferribacteres, Deferribacterales, Deferribacteraceae, Flexistipes","(2526243.0, 79.0)","(1415.0, 1690.0)",,,2526590,True,0.3829426222695412,"(100.8671543598175, 0.5220274925231934, 111.02979397773743)",24612,2283798.0,,,,,,,,,0.6545167475973309,0.345483252402669,,,,,,,,,0.4375,0.5625,,,,,,,,,0.9966384780861106,0.0033615219138893,,,,,,,,,0.5294117647058824,0.4705882352941176,,,,,,,,,True,False,,,,,,,,
NZ_CP007806,"Brevibacillus laterosporus LMG 15441, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Brevibacillus","(5113662.0, 100.0)","(1463.0, 1698.0)",,,5114147,False,0.4111017927329816,"(198.2635416984558, 0.5225729942321777, 218.50995302200317)",507,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_021823,Listeria monocytogenes strain C1-387,"Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2430363.0, 2430555.0)","(2428503.0, 2429006.0)",,,2988947,False,0.3796845511144895,"(189.70765328407288, 1.0554063320159912, 208.1128170490265)",2428421,2962971.0,,,,,,,,,0.8606587505659729,0.1393412494340271,,,,,,,,,0.75,0.25,,,,,,,,,0.9986429183645852,0.0013570816354149,,,,,,,,,0.8333333333333334,0.1666666666666666,,,,,,,,,True,False,,,,,,,,
NZ_CP011686,"Bacillus velezensis strain G341 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus amyloliquefaciens group","(4009537.0, 411.0)","(1753.0, 1936.0)",,,4009746,False,0.4649369311672111,"(190.27192449569702, 0.8557877540588379, 208.84947633743286)",4043,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP007009,"Listeria monocytogenes serotype 1/2a str. 08-6056, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(3032308.0, 187.0)","(3030759.0, 3030951.0)",,,3032624,False,0.3795623855776384,"(120.73575949668884, 0.6406979560852051, 132.60415244102478)",265,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NC_022523,Bifidobacterium animalis subsp. lactis ATCC 27673 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1962799.0, 133.0)","(1886.0, 2488.0)",,,1963012,False,0.6063065330217033,"(127.69393110275269, 0.7078490257263184, 141.6346070766449)",3738,185480.0,535408.0,704472.0,,,,,,,0.8328490633335989,0.270456629952401,0.1521015027751171,0.0719128414283058,,,,,,,0.6428571428571429,0.0714285714285714,0.0714285714285714,0.2142857142857142,,,,,,,0.9985471900007968,0.7399413184286316,0.2420187940396371,0.0014528099992031,,,,,,,0.8571428571428571,0.0,0.0,0.1428571428571428,,,,,,,True,False,False,False,,,,,,
NZ_CP007409,"Bacillus subtilis subsp. subtilis str. OH 131.1, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(4038813.0, 409.0)","(1751.0, 1938.0)",,,4039155,False,0.4384800781351545,"(177.73735666275024, 1.0393030643463135, 194.9103343486786)",3227,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP020772,"Halobacillus mangrovi strain KTB 131 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Halobacillus","(202537.0, 203219.0)","(201010.0, 201183.0)",,,4142697,False,0.4155773400758009,"(148.4812560081482, 0.7039213180541992, 162.74902319908142)",208202,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP009933,"Clostridium scatologenes strain ATCC 25775, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4458847.0, 4459419.0)","(4457234.0, 4457493.0)",,,5749410,True,0.2960707272572316,"(264.0215094089508, 1.1180272102355957, 286.9666602611542)",4466649,4779.0,2057951.0,,,,,,,,0.6812234006091128,0.3734373370269784,0.0991263936295703,,,,,,,,0.5625,0.375,0.0625,,,,,,,,0.999688720345857,0.4613613937969846,0.000311279654143,,,,,,,,0.4814814814814814,0.2839506172839506,0.2345679012345679,,,,,,,,True,False,False,,,,,,,
NZ_CP010521,"Clostridium botulinum strain NCTC 8550, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3611490.0, 126.0)","(1498.0, 1757.0)",,,3611898,False,0.2735373479539012,"(161.9914562702179, 0.8330848217010498, 177.10463452339172)",3594293,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
NZ_CP020815,"Anoxybacillus flavithermus strain DSM 2641T chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Anoxybacillus","(544952.0, 545420.0)","(543452.0, 543607.0)",,,2812123,False,0.4177630210342862,"(110.49164724349976, 0.6854593753814697, 120.42352080345154)",542726,,,,,,,,,,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,
