RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NZ_CP009264,"Vibrio coralliilyticus strain OCN014 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3269957.0, 3270404.0)",,,,3463115,0.4566270539673098,161.99878859519958,3261391,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP013892,"Bordetella pertussis strain J122, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4105873.0, 4107596.0)",,,,4107596,0.6770553871412865,258.581214427948,4103859,733767.0,3478666.0,,,,,,,,0.5059523809523809,0.25,0.244047619047619,,,,,,,,0.4285714285714285,0.25,0.3214285714285714,,,,,,,,0.5833333333333334,0.25,0.1666666666666666,,,,,,,,1.58906330750533,-1.06668228106403,-1.0188971693948303,,,,,,,
NZ_CP016406,"Salmonella enterica subsp. enterica serovar Infantis strain FSIS1502169, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(222672.0, 223049.0)",,,,4727126,0.5227182436008687,214.01356768608093,97809,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP024830,"Escherichia coli strain CREC-532 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(940433.0, 940810.0)",,,,4837992,0.5072761591999325,335.76949882507324,942276,4835976.0,,,,,,,,,0.7227272727272727,0.2772727272727273,,,,,,,,,0.9,0.1,,,,,,,,,0.5454545454545454,0.4545454545454545,,,,,,,,,0.9998451162094596,-1.117509493381573,,,,,,,,
NZ_CP025085,"Serratia sp. ATCC 39006 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia","(545796.0, 546171.0)",,,,4971756,0.4929592280876214,346.3165581226349,543868,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP009559,"Salmonella enterica subsp. enterica serovar Paratyphi A strain CMCC 50503, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(1605533.0, 1605910.0)",,,,4612373,0.5211980904406474,297.2553699016571,1603041,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP006955,"Bibersteinia trehalosi USDA-ARS-USMARC-189, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Bibersteinia","(2452854.0, 2453313.0)",,,,2454127,0.4106930896404301,158.89314770698547,2433333,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_LN871187,"Pseudomonas aeruginosa genome assembly PAO1OR, chromosome : I.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6276427.0, 482.0)",,,,6276469,0.6653556322830559,383.5861768722534,6268901,5724786.0,,,,,,,,,0.8739130434782609,0.1260869565217391,,,,,,,,,0.9,0.1,,,,,,,,,0.8478260869565217,0.1521739130434782,,,,,,,,,1.0904987117658704,-1.0126226484947312,,,,,,,,
NZ_CP007175,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110354, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(3975250.0, 3975627.0)",,,,4711160,0.5215723940600616,317.46145510673523,3978129,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP025037,"Klebsiella pneumoniae strain NU-CRE047 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella","(5503220.0, 5503600.0)",,,,5537943,0.572540562443492,381.513795375824,5533046,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP023613,Mycobacterium tuberculosis strain LN3584 chromosome,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium, Mycobacterium tuberculosis complex","(1525.0, 2051.0)",,,,4411326,0.6561235782619557,269.47954750061035,4411015,3903410.0,,,,,,,,,0.875,0.125,,,,,,,,,0.75,0.25,,,,,,,,,1.0,0.0,,,,,,,,,1.002040206528366,-1.0154831453020965,,,,,,,,
NZ_CP007693,Brucella suis bv. 2 strain PT09172 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(1919175.0, 1920013.0)",,,,1926716,0.5712320860988335,111.79934644699097,1803934,37949.0,,,,,,,,,0.6166666666666667,0.3833333333333333,,,,,,,,,0.9,0.1,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,,,,,1.0007738281041751,-1.3927674435315582,,,,,,,,
NZ_CP022175,"Aeromonas salmonicida strain S121 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas","(4686932.0, 4687440.0)",,,,4723196,0.5859441361315516,304.5630819797516,1177,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_014219,Bacillus selenitireducens MLS10 chromosome,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus","(3592370.0, 653.0)","(2010.0, 2217.0)",,,3592487,0.4866996039234101,243.24891018867493,4624,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_017312,Enterococcus faecalis 62 chromosome,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(425203.0, 425403.0)","(423337.0, 423858.0)",,,2988673,0.3747770331515023,201.032808303833,413721,2573.0,,,,,,,,,0.6833333333333333,0.3166666666666666,,,,,,,,,0.7,0.3,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,1.1014099832792423,-1.061012072309862,,,,,,,,
NZ_CP022684,"Ketobacter alkanivorans strain GI5 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Alcanivoracaceae, Ketobacter","(2748128.0, 2748661.0)",,,,4914503,0.5124872240387278,303.980477809906,2732769,4884363.0,,,,,,,,,0.8944444444444444,0.1055555555555555,,,,,,,,,0.9,0.1,,,,,,,,,0.8888888888888888,0.1111111111111111,,,,,,,,,1.077830542080565,-1.032561813190271,,,,,,,,
NZ_CP012583,"Pseudomonas aeruginosa strain PA_D22, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6681939.0, 482.0)",,,,6681981,0.6615918243407157,326.1578385829925,5483,6060364.0,4443531.0,,,,,,,,0.7166666666666667,0.1416666666666666,0.1416666666666666,,,,,,,,0.6,0.2,0.2,,,,,,,,0.8333333333333334,0.0833333333333333,0.0833333333333333,,,,,,,,1.2316857043010456,-1.0566659197775197,-1.0566659197775197,,,,,,,
NZ_CP008728,Burkholderia multivorans strain DDS 15A-1 chromosome 3,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(3179.0, 4831.0)",,,,1136655,0.6509512560979365,80.54701828956604,1135061,597094.0,909684.0,112130.0,,,,,,,0.375,0.0416666666666666,0.0416666666666666,0.0416666666666666,,,,,,,0.75,0.0833333333333333,0.0833333333333333,0.0833333333333333,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.5479186623212824,-1.0011873039193775,-1.0011873039193775,-1.0011873039193775,,,,,,
NZ_CP019730,"Pseudomonas syringae pv. actinidiae strain CRAFRU 12.29 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas syringae","(6545068.0, 101.0)",,,,6545549,0.5841723895123235,422.7632474899292,6606,5904941.0,2773179.0,,,,,,,,0.6793103448275861,0.1948275862068965,0.1258620689655172,,,,,,,,0.6,0.2,0.2,,,,,,,,0.7586206896551724,0.1896551724137931,0.0517241379310344,,,,,,,,1.3397118178833152,-1.0095398812656642,-1.0735151775445404,,,,,,,
NZ_CP009435,Burkholderia glumae LMG 2196 = ATCC 33617 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Burkholderia","(1016663.0, 1017341.0)",,,,3659771,0.6824306766734859,250.9823944568634,1011024,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP024729,Prevotella intermedia strain KCOM 1933 chromosome 1,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae,Prevotella","(965778.0, 966265.0)",,,,2136938,0.4300386815153271,148.63646697998047,2134758,1069685.0,1681637.0,862329.0,1474307.0,,,,,,0.3095238095238095,0.2619047619047619,0.1547619047619047,0.1547619047619047,0.119047619047619,,,,,,0.2857142857142857,0.3571428571428571,0.1428571428571428,0.1428571428571428,0.0714285714285714,,,,,,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,,,,,,-1.064979741115434,-1.0430782752602967,-1.012796261296427,-1.012796261296427,-1.0033280812013077,,,,,
NZ_CP025053,"Pseudomonas aeruginosa strain PB354 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6434310.0, 482.0)",,,,6434352,0.663991338987982,285.0663588047028,1873,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP015912,"Escherichia coli strain 210205630 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(2880644.0, 2881021.0)",,,,5005730,0.5078935539871308,341.7650785446167,2882495,2342.0,4166201.0,,,,,,,,0.7061538461538461,0.1953846153846153,0.0984615384615384,,,,,,,,0.6923076923076923,0.2307692307692307,0.0769230769230769,,,,,,,,0.72,0.16,0.12,,,,,,,,1.0513325892664396,-1.0024276348467724,-1.0169798951259397,,,,,,,
NZ_CP016586,"Salmonella enterica subsp. enterica serovar Heidelberg strain SH13-004 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(4013138.0, 4013515.0)",,,,4750331,0.5219091048602719,341.6050214767456,4016011,807863.0,126.0,,,,,,,,0.615,0.2416666666666666,0.1433333333333333,,,,,,,,0.75,0.0833333333333333,0.1666666666666666,,,,,,,,0.48,0.4,0.12,,,,,,,,1.2128733881380669,-1.0387311926751197,-1.0384866099568957,,,,,,,
NC_017581,Streptococcus thermophilus JIM 8232,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1929768.0, 100.0)","(1466.0, 1619.0)",,,1929905,0.3892077589311391,114.51391124725342,802,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_012918,Geobacter sp. M21,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(4745654.0, 118.0)","(1502.0, 1715.0)",,,4745806,0.6046996021329148,258.48050141334534,2679717,8038.0,4095526.0,,,,,,,,0.4,0.3083333333333333,0.2916666666666666,,,,,,,,0.3,0.45,0.25,,,,,,,,0.5,0.1666666666666666,0.3333333333333333,,,,,,,,-0.107552521004071,-1.0773640037444183,-1.0723160749619298,,,,,,,
NZ_CP012393,Neisseria meningitidis strain DE8555,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales,Neisseriaceae, Neisseria","(2193344.0, 2193816.0)",,,,2207932,0.518117405789671,135.16180562973022,15016,399065.0,2006765.0,,,,,,,,0.8376623376623377,0.093073593073593,0.0692640692640692,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,0.8571428571428571,0.0952380952380952,0.0476190476190476,,,,,,,,1.144615375023572,-1.034879503702162,-1.0439020452396273,,,,,,,
NC_017834,Bifidobacterium animalis subsp. animalis ATCC 25527 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1932480.0, 133.0)","(1883.0, 2485.0)",,,1932693,0.6047442609871304,90.32703280448914,3133,545248.0,,,,,,,,,0.8785714285714286,0.1214285714285714,,,,,,,,,0.9,0.1,,,,,,,,,0.8571428571428571,0.1428571428571428,,,,,,,,,1.0885882373114582,-1.016644947816947,,,,,,,,
NC_014171,Bacillus thuringiensis BMB171 chromosome,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5329807.0, 282.0)","(1624.0, 1801.0)",,,5330088,0.3528840424398246,310.73839831352234,2158,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_LT604998,"Propionibacterium freudenreichii isolate PFRJS12-1 genome assembly, chromosome: I.","Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Propionibacterium","(10185.0, 12059.0)",,,,2615181,0.6729037110624465,138.1371955871582,12131,549356.0,1859747.0,2164652.0,1536134.0,,,,,,0.421875,0.28125,0.125,0.09375,0.078125,,,,,,0.34375,0.0625,0.25,0.1875,0.15625,,,,,,0.5,0.5,0.0,0.0,0.0,,,,,,0.245770665999319,-1.1202717454260638,-1.0154831453020965,-1.028628402779515,-1.0251446484276814,,,,,
NC_017619,Streptococcus suis SS12 chromosome,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2096665.0, 2096866.0)","(1375.0, 1527.0)",,,2096866,0.4123582527448106,134.58246994018555,2095255,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP015749,"Pectobacterium parmentieri strain RNS 08-42-1A chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Pectobacterium","(4139616.0, 4140006.0)",,,,5030841,0.5039656391446281,332.0351142883301,4148654,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP014545,"Sphingorhabdus sp. M41, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingorhabdus","(10646.0, 10927.0)",,,,3339521,0.5671921212652953,240.23297929763797,65824,2217546.0,694947.0,,,,,,,,0.4583333333333333,0.2916666666666667,0.25,,,,,,,,0.5833333333333334,0.0833333333333333,0.3333333333333333,,,,,,,,0.3333333333333333,0.5,0.1666666666666666,,,,,,,,-0.12971128012546,-1.1740103073162205,-1.0261305495204145,,,,,,,
NZ_CP016385,"Salmonella enterica subsp. enterica serovar Typhimurium strain 13-931, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(4080136.0, 4080513.0)",,,,4852920,0.522033950693603,310.5975651741028,4083007,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP007254,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111095, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(3943717.0, 3944094.0)",,,,4679953,0.5217347268231113,319.2978482246399,3946594,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP018039,"Bordetella pertussis strain J294 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4108228.0, 4109951.0)",,,,4109951,0.6770221834761534,227.09836292266849,4106228,733579.0,3479989.0,,,,,,,,0.5059523809523809,0.25,0.244047619047619,,,,,,,,0.4285714285714285,0.25,0.3214285714285714,,,,,,,,0.5833333333333334,0.25,0.1666666666666666,,,,,,,,1.58906330750533,-1.06668228106403,-1.0188971693948303,,,,,,,
NZ_CP019915,"Halomonas sp. 'Soap Lake #7' chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas","(4195480.0, 4196013.0)",,,,4803686,0.5270646332836909,315.8344495296478,4178414,148.0,,,,,,,,,0.6333333333333333,0.3666666666666667,,,,,,,,,0.6,0.4,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,1.500460104769334,-0.9962232683545807,,,,,,,,
NZ_CP011061,"Escherichia coli str. Sanji, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4075081.0, 4075458.0)",,,,4891769,0.5072911251532932,299.4209895133972,4076924,329.0,,,,,,,,,0.7083333333333333,0.2916666666666666,,,,,,,,,0.75,0.25,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,1.0304696906265916,-1.0723160749619298,,,,,,,,
NZ_CP015244,"Escherichia coli O91 str. RM7190 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(3203619.0, 3203996.0)",,,,4903701,0.5087367684122666,276.56143736839294,3202147,5012.0,,,,,,,,,0.6388888888888888,0.3611111111111111,,,,,,,,,0.5,0.5,,,,,,,,,0.7777777777777778,0.2222222222222222,,,,,,,,,1.8048829680637395,-0.999934712904829,,,,,,,,
NZ_CP015001,"Pseudomonas aeruginosa strain PA1088, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6721438.0, 482.0)",,,,6721480,0.6614580419788499,435.1473650932312,6696775,1728373.0,,,,,,,,,0.8423913043478262,0.1576086956521739,,,,,,,,,0.75,0.25,,,,,,,,,0.9347826086956522,0.0652173913043478,,,,,,,,,1.0983694205181953,-1.0402277010627303,,,,,,,,
NZ_CP017926,"Bordetella pertussis strain J230, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4104661.0, 4106384.0)",,,,4106384,0.6770655155484728,289.9666430950165,4102648,732506.0,3476403.0,,,,,,,,0.5059523809523809,0.25,0.244047619047619,,,,,,,,0.4285714285714285,0.25,0.3214285714285714,,,,,,,,0.5833333333333334,0.25,0.1666666666666666,,,,,,,,1.58906330750533,-1.06668228106403,-1.0188971693948303,,,,,,,
NZ_CP016510,"Salmonella enterica subsp. enterica serovar Heidelberg strain SH14-028 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(4013327.0, 4013704.0)",,,,4747525,0.521889194896288,316.9725160598755,4016198,807862.0,125.0,,,,,,,,0.615,0.2416666666666666,0.1433333333333333,,,,,,,,0.75,0.0833333333333333,0.1666666666666666,,,,,,,,0.48,0.4,0.12,,,,,,,,1.2128733881380669,-1.0387311926751197,-1.0384866099568957,,,,,,,
NZ_CP013303,"Vibrio cholerae strain CRC711 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(7101.0, 7411.0)",,,,2993255,0.47713576023426,198.2265269756317,2993088,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP018192,"Granulibacter bethesdensis strain NIH6.1 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Granulibacter","(2624.0, 2994.0)",,,,2690741,0.5854978238336577,175.31245875358582,8926,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP017188,"Xanthomonas citri pv. glycines str. 8ra chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(431547.0, 432597.0)",,,,5364156,0.6458682409683835,292.599933385849,5245162,253801.0,3850951.0,,,,,,,,0.7589285714285714,0.1428571428571428,0.0982142857142857,,,,,,,,0.6428571428571429,0.2857142857142857,0.0714285714285714,,,,,,,,0.875,0.0,0.125,,,,,,,,1.1009505831231676,-1.0042651710308634,-1.0128406628532405,,,,,,,
NZ_CP025541,"Klebsiella sp. 2N3 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella","(2322467.0, 2322847.0)",,,,5319547,0.573284341693005,347.3584170341492,37485,3490651.0,1389884.0,,,,,,,,0.6340909090909091,0.2204545454545454,0.1454545454545454,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,0.45,0.35,0.2,,,,,,,,1.2037962644635938,-1.0212169445728962,-0.9995032904857242,,,,,,,
NZ_LT906451,"Legionella lansingensis strain NCTC12830 genome assembly, chromosome: 1.","Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella","(2988532.0, 2989256.0)",,,,2989256,0.4069628027843717,210.57499527931213,2988040,2221391.0,,,,,,,,,0.7215909090909092,0.2784090909090909,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,,0.625,0.375,,,,,,,,,1.0234897300981656,-1.0662253737952383,,,,,,,,
NZ_CP019947,"Pseudomonas sp. CC6-YY-74 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(4098677.0, 4099197.0)",,,,5040792,0.617327594552602,340.9171364307404,4109693,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_017482,Lactobacillus rhamnosus GG,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(3004328.0, 3005051.0)","(1351.0, 1523.0)",,,3005051,0.4669191970452415,189.04394817352292,774,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP013102,"Paraburkholderia caribensis strain MWAP64 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia","(549701.0, 550146.0)",,,,3688127,0.6311268565317842,228.3324491977692,500516,3341484.0,1443374.0,,,,,,,,0.9090909090909092,0.0454545454545454,0.0454545454545454,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,1.0,0.0,0.0,,,,,,,,1.0024482279689115,-1.0029566973442856,-1.0029566973442856,,,,,,,
NZ_CP007246,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100101, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(3942998.0, 3943375.0)",,,,4654156,0.5217468000642866,252.66497111320496,3945871,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_013722,Xanthomonas albilineans chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(3768668.0, 230.0)","(1569.0, 1830.0)",,,3768695,0.6297660065354188,274.22171902656555,3751233,2818638.0,,,,,,,,,0.9375,0.0625,,,,,,,,,0.875,0.125,,,,,,,,,1.0,0.0,,,,,,,,,1.0042589034438327,-1.0151403743238143,,,,,,,,
NZ_CP019118,"Vibrio fluvialis strain 12605 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3011090.0, 3011398.0)",,,,3171566,0.5000826090328878,219.99294877052307,3104019,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NZ_CP009880,"Pantoea sp. PSNIH1, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea","(1175944.0, 1176382.0)",,,,3488376,0.5680015571715893,168.30123162269592,1167007,3482711.0,527922.0,2063543.0,,,,,,,0.5273109243697479,0.2542016806722689,0.1239495798319327,0.0945378151260504,,,,,,,0.6428571428571429,0.2142857142857142,0.0714285714285714,0.0714285714285714,,,,,,,0.4117647058823529,0.2941176470588235,0.1764705882352941,0.1176470588235294,,,,,,,0.7334324814680455,-1.0728934177827982,-1.0020318287044114,-1.0150449540575623,,,,,,
NC_013446,Comamonas testosteroni CNB-2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Comamonas","(34428.0, 35893.0)","(31241.0, 32255.0)",,,5373644,0.614389788381962,360.7666754722595,3438,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9998671168788508,,,,,,,,,
NC_013947,Stackebrandtia nassauensis DSM 44728 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Glycomycineae, Glycomycetaceae, Stackebrandtia","(6841169.0, 63.0)","(1765.0, 2245.0)",,,6841557,0.6813393500923839,376.8638119697571,833259,6420033.0,3337530.0,4717148.0,2141771.0,,,,,,0.6627906976744187,0.1395348837209302,0.1046511627906976,0.0581395348837209,0.0348837209302325,,,,,,0.3255813953488372,0.2790697674418604,0.2093023255813953,0.1162790697674418,0.0697674418604651,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,-0.1696227311110183,-1.0061154126767322,-1.0265346469292824,-1.0117747497352534,-0.9998852808909584,,,,,
