RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_A_Occurance_oriC_0,G_A_Occurance_oriC_1,G_A_Occurance_oriC_2,G_A_Occurance_oriC_3,G_A_Occurance_oriC_4,G_A_Occurance_oriC_5,G_A_Occurance_oriC_6,G_A_Occurance_oriC_7,G_A_Occurance_oriC_8,G_A_Occurance_oriC_9,G_N_Occurance_oriC_0,G_N_Occurance_oriC_1,G_N_Occurance_oriC_2,G_N_Occurance_oriC_3,G_N_Occurance_oriC_4,G_N_Occurance_oriC_5,G_N_Occurance_oriC_6,G_N_Occurance_oriC_7,G_N_Occurance_oriC_8,G_N_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NZ_CP013961,Xanthomonas oryzae pv. oryzae strain PXO145,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales,Xanthomonadaceae, Xanthomonas","(1374.0, 1650.0)",,,,5039763,0.6371779784089053,"(258.43434166908264, 0.8880605697631836, 283.5364511013031)",619379,4943628.0,,,,,,,,,0.6428571428571429,0.3571428571428571,,,,,,,,,0.4285714285714285,0.5714285714285714,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.1428571428571428,0.8571428571428571,,,,,,,,,-1.3774942816374165,2.286964481599918,,,,,,,,
NZ_CP018324,"Lactobacillus plantarum subsp. plantarum strain TS12 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2039547.0, 2039723.0)","(2037674.0, 2038178.0)",,,3193112,0.4462170446886924,"(138.43792343139648, 0.5957052707672119, 155.03806805610657)",1252,2040765.0,,,,,,,,,0.675,0.325,,,,,,,,,0.5,0.5,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2,0.8,,,,,,,,,-1.4980124212092127,2.4228041958800843,,,,,,,,
NZ_CP007208,"Staphylococcus xylosus strain HKUOPL8, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2534261.0, 2534992.0)","(2532651.0, 2532892.0)",,,2836901,0.3276712863790453,"(135.76542901992798, 0.7314298152923584, 151.78008842468262)",2518035,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP007686,"Listeria monocytogenes strain L2624, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2932315.0, 318.0)","(1675.0, 1866.0)",,,2932501,0.3804309018138442,"(132.49004197120667, 0.597731351852417, 146.64819288253784)",990185,2931597.0,,,,,,,,,0.5931818181818183,0.4068181818181818,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2727272727272727,0.7272727272727273,,,,,,,,,-1.0206630564416044,1.0047649960501503,,,,,,,,
NZ_CP013661,"Planococcus kocurii strain ATCC 43650, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(1763094.0, 1763584.0)","(1761578.0, 1761749.0)",,,3472056,0.4091722598944257,"(154.44961857795715, 0.7205667495727539, 172.19876408576965)",1766274,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP015975,"Bacillus subtilis subsp. subtilis strain delta6 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(3876703.0, 409.0)","(1751.0, 1938.0)",,,3876919,0.439056890278079,"(187.48177766799927, 0.7498056888580322, 209.16840505599976)",2884498,3237.0,,,,,,,,,0.6400862068965517,0.3599137931034483,,,,,,,,,0.25,0.75,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.3103448275862069,0.6896551724137931,,,,,,,,,-1.0316926543854896,1.4259174224289184,,,,,,,,
NZ_CP009938,"Bacillus sp. BH072, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(550841.0, 551024.0)","(548878.0, 549499.0)",,,4069641,0.4636580966232648,"(181.16341972351074, 0.7448716163635254, 198.79419946670532)",4062392,553266.0,,,,,,,,,0.6483516483516483,0.3516483516483516,,,,,,,,,0.3076923076923077,0.6923076923076923,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2857142857142857,0.7142857142857143,,,,,,,,,-1.0613515674619534,1.768880748824367,,,,,,,,
NZ_HG738868,Serratia marcescens SMB2099 complete genome.,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia","(15566.0, 15945.0)",,,,5123091,0.6004652269499019,"(248.47412300109863, 1.058183193206787, 279.16339230537415)",2531,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP009246,"Corynebacterium flavescens strain OJ8, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2758007.0, 53.0)","(1683.0, 2309.0)",,,2758653,0.5991645197855621,"(124.54618501663208, 0.5715923309326172, 138.10596776008606)",2502326,1794.0,,,,,,,,,0.6745923913043478,0.3254076086956521,,,,,,,,,0.4375,0.5625,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2608695652173913,0.7391304347826086,,,,,,,,,-1.2509344114260603,2.337963608718846,,,,,,,,
NZ_CP024134,"Escherichia coli strain 14EC017 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(5157121.0, 5157498.0)",,,,5199281,0.5064682982127721,"(245.44546937942505, 0.957993745803833, 271.6480665206909)",3796926,5155650.0,,,,,,,,,0.5985294117647059,0.4014705882352941,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2941176470588235,0.7058823529411765,,,,,,,,,-1.0157159770115654,1.0017002703673172,,,,,,,,
NZ_CP012695,"Corynebacterium pseudotuberculosis strain PO269-5, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2336149.0, 2337124.0)","(1813.0, 2052.0)",,,2337124,0.521834100372937,"(93.06117844581604, 0.5045673847198486, 104.72650337219238)",2336051,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP021108,"Bordetella genomosp. 8 strain AU19157 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(6138742.0, 6139910.0)",,,,6167536,0.6624439646562258,"(305.10561656951904, 1.210554838180542, 343.5687425136566)",3913219,2624276.0,6127331.0,,,,,,,,0.5231195467819316,0.5192307692307692,0.3865384615384615,,,,,,,,0.0769230769230769,0.0769230769230769,0.8461538461538461,,,,,,,,0.8573382349638456,1.0,0.0,,,,,,,,0.8582168752408041,1.0,0.0,,,,,,,,0.3,0.0,0.7,,,,,,,,-1.2122902432417446,-1.5235700895378577,1.0506826275151668,,,,,,,
NZ_AP014652,"Staphylococcus aureus subsp. aureus DNA, complete genome, strain: TMUS2126.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2769951.0, 516.0)","(1879.0, 2155.0)",,,2770164,0.328284895767904,"(120.95806574821472, 0.6367659568786621, 135.12945008277893)",242641,12010.0,,,,,,,,,0.6,0.4,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.3,0.7,,,,,,,,,-1.0150517589437789,1.0011669762649915,,,,,,,,
NZ_CP016629,"Listeria monocytogenes strain FORC_049, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2934529.0, 2935033.0)","(1357.0, 1549.0)",,,2935033,0.3800083338074904,"(125.40660691261292, 0.6693189144134521, 141.14915370941162)",993376,2933876.0,,,,,,,,,0.5818181818181818,0.4181818181818182,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2272727272727272,0.7727272727272727,,,,,,,,,-1.0454711312571825,1.0160060781285638,,,,,,,,
NZ_CP007539,"Staphylococcus aureus strain NRS 100, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2822358.0, 2823087.0)","(1363.0, 1639.0)",,,2810186,0.3281900201623665,"(132.8557288646698, 0.5399048328399658, 146.2534556388855)",937720,2371144.0,,,,,,,,,0.5923076923076923,0.4076923076923077,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2692307692307692,0.7307692307692307,,,,,,,,,-1.021865054258113,1.0054219668259436,,,,,,,,
NZ_CP006858,"Listeria monocytogenes serotype 1/2a str. 08-6569, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(3032308.0, 187.0)","(3030759.0, 3030951.0)",,,3032624,0.3795623855776384,"(131.55533480644226, 0.5870776176452637, 144.52788138389587)",266,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP015308,"Lactobacillus plantarum strain LY-78, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1940508.0, 1941013.0)","(1938963.0, 1939139.0)",,,3119435,0.4476663241901177,"(129.34470438957214, 0.5967745780944824, 145.37806510925293)",52,1937944.0,,,,,,,,,0.6517857142857143,0.3482142857142857,,,,,,,,,0.3571428571428571,0.6428571428571429,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.25,0.75,,,,,,,,,-1.124947139495289,2.0752159077602896,,,,,,,,
NC_010380,Streptococcus pneumoniae Hungary19A-6,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(2245600.0, 196.0)","(1559.0, 1716.0)",,,2245615,0.3963088062735598,"(93.0435118675232, 0.6285073757171631, 104.91569542884827)",574239,897.0,,,,,,,,,0.5750000000000001,0.425,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2,0.8,,,,,,,,,-1.0702283231555596,1.0245781702944698,,,,,,,,
NZ_CP020979,"Xanthomonas citri pv. phaseoli var. fuscans strain CFBP6988R chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(519851.0, 520893.0)",,,,5101288,0.6467290221606778,"(234.25291061401367, 0.9099843502044678, 262.62432169914246)",5040973,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP020030,"Geobacillus thermodenitrificans strain T12 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Geobacillus","(3640232.0, 3640707.0)","(1354.0, 1524.0)",,,3640707,0.4905302733782202,"(170.0091254711151, 0.6042263507843018, 189.8934428691864)",3638003,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP006819,"Streptococcus thermophilus ASCC 1275, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(191509.0, 191662.0)","(189906.0, 190143.0)",,,1845495,0.3905889747737057,"(75.03005599975586, 0.35233449935913086, 83.70940518379211)",190843,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_016779,Bacillus cereus F837/76 chromosome,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5222749.0, 407.0)","(1749.0, 1926.0)",,,5222906,0.353741001656932,"(222.62589073181152, 1.0726022720336914, 255.1531286239624)",5219828,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP015350,"Bacillus thuringiensis strain MYBT18246 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5867272.0, 100.0)","(1442.0, 1620.0)",,,5867736,0.3548745205987454,"(266.70539951324463, 0.990609884262085, 297.26204919815063)",5864555,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP019617,"Listeria monocytogenes strain 10-092876-0055 LM4, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2988097.0, 2988289.0)","(2986237.0, 2986740.0)",,,2989685,0.3786141349339479,"(122.12946677207947, 0.501734733581543, 135.17030262947083)",1002028,2986565.0,,,,,,,,,0.6119565217391305,0.3880434782608696,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.3478260869565217,0.6521739130434783,,,,,,,,,-1.0194022660915307,1.002387552700023,,,,,,,,
NZ_CP018924,"Serratia marcescens strain UMH2 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia","(4630615.0, 4630994.0)",,,,5308626,0.5939099872547058,"(226.3178789615631, 0.913093090057373, 259.3647201061249)",2843410,4629906.0,,,,,,,,,0.55,0.45,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.1,0.9,,,,,,,,,-1.2207604059217678,1.046821701963802,,,,,,,,
NZ_CP020559,"Clostridium formicaceticum strain DSM 92 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4586236.0, 100.0)","(1442.0, 1677.0)",,,4586728,0.3552530256862844,"(219.40898180007935, 0.8295772075653076, 244.69177150726318)",4549217,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NC_018520,Bacillus subtilis QB928 chromosome,"Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(4146623.0, 409.0)","(1751.0, 1938.0)",,,4146839,0.4360731149678104,"(182.7910225391388, 0.9215338230133057, 205.3727343082428)",3237,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP010890,"Staphylococcus aureus strain SA564, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2783324.0, 516.0)","(1879.0, 2155.0)",,,2783537,0.3290051470485213,"(116.09819269180298, 0.5237534046173096, 130.3994016647339)",16696,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP011474,"Corynebacterium pseudotuberculosis strain 12C, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2336479.0, 2337451.0)","(1813.0, 2052.0)",,,2337451,0.5219253793983275,"(105.19544982910156, 0.47565364837646484, 118.34005284309387)",984220,2336381.0,,,,,,,,,0.5375,0.4625,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.05,0.95,,,,,,,,,-1.3221060198669987,1.0367456538502553,,,,,,,,
NZ_CP021732,"Escherichia coli strain AR_0114, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(2633138.0, 2633515.0)",,,,4786118,0.5073491710818664,"(201.85095477104187, 0.819500207901001, 228.17699885368347)",2261,2631660.0,,,,,,,,,0.5985294117647059,0.4014705882352941,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.2941176470588235,0.7058823529411765,,,,,,,,,-1.0157159770115654,1.0017002703673172,,,,,,,,
NC_020532,Staphylococcus aureus subsp. aureus ST228 complete genome,"Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus","(2758902.0, 516.0)","(1879.0, 2155.0)",,,2759883,0.3285008821026108,"(123.20359420776367, 0.45332789421081543, 135.47574996948242)",12965,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP023574,Mycobacterium tuberculosis strain CSV4644 chromosome,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium, Mycobacterium tuberculosis complex","(1525.0, 2051.0)",,,,4411271,0.6561362926920609,"(196.046808719635, 0.8735172748565674, 223.42148756980896)",3903352,4410960.0,,,,,,,,,0.5625,0.4375,,,,,,,,,0.25,0.75,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.0,1.0,,,,,,,,,-1.0166201073546886,1.2311748322915097,,,,,,,,
NZ_CP020367,"Bacillus subtilis strain GQJK2 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(4072825.0, 489.0)","(1831.0, 2017.0)",,,4072961,0.4376837882808109,"(169.85744404792786, 0.7510991096496582, 187.94627118110657)",4070294,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP008816,"Enterococcus faecalis ATCC 29212, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(2116243.0, 2116443.0)","(2114377.0, 2114898.0)",,,2939973,0.3749915390379435,"(109.43478035926819, 0.4969139099121094, 121.93973350524902)",2114871,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP007497,"Streptococcus suis strain ZY05719, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(2094698.0, 1.0)","(1376.0, 1528.0)",,,2094898,0.4110801576019453,"(83.53344130516052, 0.362001895904541, 92.81039834022522)",2093288,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP019593,"Staphylococcus aureus strain GD705 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2831931.0, 516.0)","(1879.0, 2155.0)",,,2790096,0.3293811395736921,"(112.31048536300659, 0.5523855686187744, 124.77876210212708)",15201,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP021691,"Escherichia coli strain AR_0151, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(496212.0, 496589.0)",,,,4862952,0.508091381531218,"(199.4960594177246, 0.8725569248199463, 224.57319569587708)",1731472,494741.0,4853551.0,,,,,,,,0.5727272727272728,0.3245454545454546,0.3235236029184456,,,,,,,,0.8181818181818182,0.0909090909090909,0.0909090909090909,,,,,,,,1.0,0.0,0.4411064475400756,,,,,,,,1.0,0.0,0.4420788732246158,,,,,,,,0.2,0.48,0.32,,,,,,,,-0.4948087581384544,-0.7957450249363573,-1.0658511922821303,,,,,,,
NZ_CP021058,"Macrococcus caseolyticus strain IMD0819 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Macrococcus","(2275176.0, 45.0)","(1384.0, 1556.0)",,,2275603,0.3669277989174737,"(91.82629036903381, 0.45092225074768066, 101.49921083450317)",1700199,2540.0,,,,,,,,,0.557608695652174,0.4423913043478261,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.1304347826086956,0.8695652173913043,,,,,,,,,-1.166039496298554,1.0438824396230415,,,,,,,,
NZ_CP009045,"Bifidobacterium animalis subsp. lactis strain BF052, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1938278.0, 1938624.0)","(1753.0, 2355.0)",,,1938624,0.6048320870885742,"(75.49437928199768, 0.3410017490386963, 86.34561228752136)",530478,3640.0,,,,,,,,,0.609375,0.390625,,,,,,,,,0.4375,0.5625,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.0,1.0,,,,,,,,,-1.3543411540250168,1.254842980874409,,,,,,,,
NZ_CP014899,"Lactobacillus backii strain TMW 1.2002 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(374321.0, 374849.0)","(372786.0, 372955.0)",,,2664097,0.4080602170266323,"(117.37819695472717, 0.48171424865722656, 130.54541897773743)",372703,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP012475,"Bacillus clausii strain ENTPro, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(2026450.0, 2026979.0)","(2024925.0, 2025093.0)",,,4264866,0.44745884161425,"(181.61442923545837, 0.7276756763458252, 205.08668041229248)",2022572,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP005997,"Bacillus subtilis TOA, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(4057271.0, 409.0)","(1751.0, 1938.0)",,,4057487,0.4376381242872744,"(170.01717114448547, 0.789128303527832, 191.00977778434753)",3237,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP009605,"Bacillus cereus strain S2-8, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(4186297.0, 4186862.0)","(4184778.0, 4184955.0)",,,5271178,0.3544820531577571,"(227.74455285072327, 0.9931838512420654, 255.28166031837463)",526,4189007.0,,,,,,,,,0.6586538461538461,0.3413461538461538,,,,,,,,,0.25,0.75,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.3846153846153846,0.6153846153846154,,,,,,,,,-1.0778687380774363,1.338299941123475,,,,,,,,
NZ_CP020805,"Bacillus velezensis strain 9D-6 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus amyloliquefaciens group","(515118.0, 515301.0)","(513156.0, 513776.0)",,,3963726,0.4637336183177142,"(164.31629514694214, 0.6496639251708984, 182.17105841636658)",3961517,517535.0,,,,,,,,,0.6254545454545454,0.3745454545454545,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.32,0.68,,,,,,,,,-1.019258915014506,1.120209508608193,,,,,,,,
NZ_CP016537,"Planococcus halocryophilus strain DSM 24743, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3424404.0, 3424893.0)","(1345.0, 1517.0)",,,3424893,0.4005111984520392,"(137.35294795036316, 0.6066703796386719, 152.74570870399475)",3342,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP010299,"Staphylococcus aureus strain 25b_MRSA, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2872595.0, 543.0)","(1906.0, 2182.0)",,,2872781,0.3275011217353498,"(111.6941397190094, 0.4600827693939209, 122.15679383277893)",13028,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,0.9999993390080022,,,,,,,,,
NZ_CP017954,"Lactobacillus plantarum strain C410L1, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2493214.0, 2493718.0)","(2491669.0, 2491845.0)",,,3097773,0.4480431587466221,"(124.39333891868591, 0.41522789001464844, 136.11413145065308)",555,2490647.0,,,,,,,,,0.7013888888888888,0.2986111111111111,,,,,,,,,0.25,0.75,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.5555555555555556,0.4444444444444444,,,,,,,,,-1.1761589351911133,1.1352793493143254,,,,,,,,
NZ_CP013839,"Streptococcus pyogenes strain MGAS23530, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1709394.0, 231.0)","(1588.0, 1741.0)",,,1709394,0.3851025568125312,"(64.53320026397705, 0.29120898246765137, 71.43069672584534)",1538055,5069.0,,,,,,,,,0.5704545454545454,0.4295454545454545,,,,,,,,,0.1,0.9,,,,,,,,,1.0,0.0,,,,,,,,,1.0,0.0,,,,,,,,,0.1818181818181818,0.8181818181818182,,,,,,,,,-1.0908712220330783,1.030418694511235,,,,,,,,
