RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NZ_CP007195,"Listeria monocytogenes serotype 1/2c str. 10-5026, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2967310.0, 317.0)","(1674.0, 1866.0)",,,2967496,0.3793760800351542,"(189.15807580947876, 1.144240140914917, 209.49688601493835)",2966515,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_004567,Lactobacillus plantarum WCFS1,"Bacteria, Firmicutes, Lactobacillales, Lactobacillaceae, Lactobacillus","(3307775.0, 3308274.0)","(1369.0, 1545.0)",,,3308273,0.4446688649939107,"(224.08505392074585, 0.8230249881744385, 246.0475926399231)",3306563,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP017444,"Escherichia coli O157:H7 strain 8368 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1.0, 378.0)",,,,5437532,0.5051642914469285,"(280.0066113471985, 2.7374260425567627, 319.6671667098999)",5434796,1394807.0,,,,,,,,,0.892430400969577,0.107569599030423,,,,,,,,,0.9,0.1,,,,,,,,,0.9995134251309532,0.0004865748690467,,,,,,,,,0.7777777777777778,0.2222222222222222,,,,,,,,,1.062546226026284,-1.0160130743174998,,,,,,,,
NC_018526,Streptococcus suis S735 chromosome,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1980686.0, 1980887.0)","(1375.0, 1527.0)",,,1980887,0.4139973658265211,"(115.11320471763611, 0.8999004364013672, 130.1696126461029)",1979276,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_LT906463,"Haemophilus pittmaniae strain NCTC13334 genome assembly, chromosome: 1.","Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus","(582262.0, 582770.0)",,,,2181355,0.4251980993465071,"(115.3135085105896, 0.7902369499206543, 129.6851568222046)",133172,526513.0,,,,,,,,,0.6772527522656772,0.3227472477343227,,,,,,,,,0.3,0.7,,,,,,,,,0.9984249234636984,0.0015750765363015,,,,,,,,,0.7333333333333333,0.2666666666666666,,,,,,,,,1.5103479878220574,-0.194820383080839,,,,,,,,
NZ_CP012086,"Bordetella pertussis strain J013, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4103610.0, 4105333.0)",,,,4105333,0.6770771092137958,"(296.66640043258667, 1.0552294254302979, 338.7155485153198)",4101599,3476401.0,732543.0,,,,,,,,0.6572338416715798,0.4957577938878426,0.1669406188105701,,,,,,,,0.4285714285714285,0.3214285714285714,0.25,,,,,,,,0.9597967631099776,0.9991781435682896,0.0008218564317103,,,,,,,,0.5833333333333334,0.1666666666666666,0.25,,,,,,,,1.3678907600103498,-1.1419226299683674,-1.0034407262857323,,,,,,,
NZ_CP017284,Klebsiella variicola strain GJ1 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales,Enterobacteriaceae, Klebsiella","(5566342.0, 5566962.0)",,,,5600718,0.5726935367929612,"(355.53815627098083, 1.3247489929199219, 413.8136856555939)",2785,,,,,,,,,,0.8887873649219983,,,,,,,,,,1.0,,,,,,,,,,0.666362094765995,,,,,,,,,,1.0,,,,,,,,,,1.0004108691069922,,,,,,,,,
NZ_CP019086,"Xanthomonas oryzae pv. oryzae strain MAI73 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(2639.0, 3706.0)",,,,4703982,0.6392243847871867,"(281.232164144516, 2.4344522953033447, 308.3783905506134)",4625288,425921.0,2942545.0,1218262.0,,,,,,,0.7665191218480726,0.3427737146052416,0.1334808781519274,0.1304028550796517,,,,,,,0.8,0.0666666666666666,0.0666666666666666,0.0666666666666666,,,,,,,0.9995573655442176,0.7949878104823914,0.0004426344557822,0.3245418985722886,,,,,,,0.5,0.1666666666666666,0.3333333333333333,0.0,,,,,,,1.0329221045643129,-1.0496559954761695,-1.003631061747286,-1.1777982212422708,,,,,,
NC_003030,Clostridium acetobutylicum ATCC 824,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3940782.0, 466.0)","(1808.0, 2063.0)",,,3940880,0.3092578307383122,"(262.62016677856445, 1.4705297946929932, 288.867164850235)",11420,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP016393,"Lactobacillus delbrueckii subsp. bulgaricus strain ND04, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(963762.0, 963994.0)",,,,1861754,0.4960472758484741,"(135.65805840492249, 0.8049666881561279, 153.38943147659302)",973470,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP020421,Neisseria meningitidis strain FDAARGOS_210 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales,Neisseriaceae, Neisseria","(34420.0, 34892.0)",,,,2273276,0.5152304427618996,"(117.1537868976593, 0.4102613925933838, 134.68222093582153)",2272079,227898.0,464048.0,2039604.0,,,,,,,0.658413682822573,0.3895886818689232,0.271185464002781,0.0990476817674404,,,,,,,0.5625,0.125,0.0625,0.25,,,,,,,0.5036501393768097,0.998311500152224,0.7510563920083432,0.0016884998477759,,,,,,,0.9090909090909092,0.0,0.0454545454545454,0.0454545454545454,,,,,,,1.2484732471479267,-0.9912711465965094,-1.2015336381508357,-1.0223751477914798,,,,,,
NZ_CP013923,"Achromobacter denitrificans strain USDA-ARS-USMARC-56712, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Achromobacter","(33593.0, 36090.0)",,,,6226215,0.6787595674097345,"(307.8739290237427, 2.9070799350738525, 361.8567440509796)",5250,1613277.0,2156709.0,,,,,,,,0.8622427715409188,0.1147616889212494,0.1121162028180555,,,,,,,,0.6923076923076923,0.0769230769230769,0.2307692307692307,,,,,,,,0.9996837802098008,0.2673619898406714,0.0003162197901991,,,,,,,,0.8947368421052632,0.0,0.1052631578947368,,,,,,,,1.0297401196253864,-1.068381145824291,-1.016424865880624,,,,,,,
NZ_CP016294,"Stenotrophomonas rhizophila strain QL-P4, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas","(163316.0, 164111.0)",,,,4198652,0.6684855043952201,"(222.8458981513977, 1.1738488674163818, 258.06367444992065)",4164906,693077.0,1821871.0,3660659.0,1047250.0,1442951.0,,,,,0.4384265930850773,0.4147982419749851,0.3510470911254489,0.2360210446256691,0.1938940381445212,0.1038955574478615,,,,,0.3157894736842105,0.4736842105263157,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,,,,,0.9994903055710216,0.7707105153986398,0.0005096944289784,0.655431554929639,0.5290505354861953,0.2590550933962161,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,-1.2118838176253748,-1.226090964821965,-1.0073569619865037,-1.7195772249768675,-1.7145643281156646,-1.1890225570279125,,,,
NZ_LT962688,Methylobacterium extorquens isolate TK0001_PRJEB23178 genome assembly,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Methylobacteriaceae, Methylobacterium","(243647.0, 244456.0)",,,,5715512,0.6828938509795798,"(411.05501794815063, 1.8822238445281982, 466.8595337867737)",5693053,2844907.0,1552046.0,4240164.0,,,,,,,0.5402875840781541,0.2879952442046741,0.2650980440962034,0.2171557968332918,,,,,,,0.1212121212121212,0.3636363636363636,0.2424242424242424,0.2727272727272727,,,,,,,0.9996506310223412,0.0003493689776588,0.5528698898643679,0.3787401177726028,,,,,,,0.5,0.5,0.0,0.0,,,,,,,-0.2114236465339596,-1.0329203310486443,-1.100710890544435,-1.1104914448287682,,,,,,
NZ_CP020979,"Xanthomonas citri pv. phaseoli var. fuscans strain CFBP6988R chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(519851.0, 520893.0)",,,,5101288,0.6467290221606778,"(262.44434213638306, 1.4639582633972168, 297.4745240211487)",5040973,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP007260,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110358, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(3942707.0, 3943084.0)",,,,4678687,0.5217205168886058,"(306.8947870731354, 1.6853446960449219, 350.98481583595276)",3945580,,,,,,,,,,0.8887849739107164,,,,,,,,,,1.0,,,,,,,,,,0.6663549217321492,,,,,,,,,,1.0,,,,,,,,,,1.0004081440014287,,,,,,,,,
NZ_HG326223,"Serratia marcescens subsp. marcescens Db11, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia","(4402170.0, 4402549.0)",,,,5113802,0.5951163146324399,"(355.88987851142883, 1.4975404739379883, 398.3246841430664)",4401095,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_FO818637,"Xenorhabdus bovienii str. CS03 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Xenorhabdus","(30847.0, 31221.0)",,,,4635301,0.4477433072846833,"(284.4463863372803, 0.8543999195098877, 330.95602560043335)",66779,1393480.0,2892098.0,,,,,,,,0.6356786321279108,0.3401892676238298,0.0942596394770275,,,,,,,,0.4074074074074074,0.5185185185185185,0.074074074074074,,,,,,,,0.9996284889763252,0.2103826176863042,0.000371511023675,,,,,,,,0.5,0.2916666666666667,0.2083333333333333,,,,,,,,1.3953971361751014,-0.9309073418189948,-1.0166985541306994,,,,,,,
NC_015520,Mahella australiensis 50-1 BON chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family IV. Incertae Sedis, Mahella","(3135654.0, 62.0)","(1446.0, 1684.0)",,,3135972,0.4345191857580361,"(184.7462112903595, 1.3600037097930908, 203.30101656913757)",6064,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP011238,"Bordetella pertussis strain H911, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4100459.0, 4102182.0)",,,,4102182,0.6771055014136379,"(211.94064211845398, 0.7223381996154785, 237.85833430290222)",4098456,3473250.0,732539.0,,,,,,,,0.6572302985909926,0.4957577924605811,0.1669406202378316,,,,,,,,0.4285714285714285,0.3214285714285714,0.25,,,,,,,,0.9597861338682158,0.9991781392865052,0.0008218607134948,,,,,,,,0.5833333333333334,0.1666666666666666,0.25,,,,,,,,1.367862583636895,-1.1419226736754498,-1.003440723075955,,,,,,,
NZ_CP018194,"Granulibacter bethesdensis strain NIH8.1 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Granulibacter","(2625.0, 2997.0)",,,,2738877,0.5917341304483553,"(191.93543791770935, 1.3113365173339844, 215.65339183807373)",8643,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_008021,Streptococcus pyogenes MGAS9429,"Bacteria, Firmicutes, Lactobacillales, Streptococcaceae, Streptococcus","(1836437.0, 201.0)","(1558.0, 1711.0)",,,1836467,0.3853801892438034,"(98.37715911865234, 0.6349771022796631, 109.28083682060242)",5038,1669977.0,,,,,,,,,0.9652601333646564,0.0347398666353434,,,,,,,,,0.9,0.1,,,,,,,,,0.9957804000939696,0.0042195999060303,,,,,,,,,1.0,0.0,,,,,,,,,1.0065873324784418,-1.030357312709442,,,,,,,,
NZ_CP022186,"Aeromonas salmonicida strain S68 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas","(4693768.0, 4694276.0)",,,,4730032,0.5856924435183525,"(328.7200403213501, 1.3557555675506592, 376.4045100212097)",1180,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP020029,"Lactobacillus helveticus strain D75, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1.0, 475.0)",,,,2053066,0.3702803514353655,"(131.34320616722107, 0.6484792232513428, 144.36089897155762)",5360,202717.0,,,,,,,,,0.8442697590179605,0.1557302409820395,,,,,,,,,0.9,0.1,,,,,,,,,0.996445640690245,0.003554359309755,,,,,,,,,0.6363636363636364,0.3636363636363636,,,,,,,,,1.0468214123115755,-1.0036774523002814,,,,,,,,
NC_008571,Gramella forsetii KT0803,"Bacteria, Bacteroidetes, Flavobacteria, Flavobacteriales, Flavobacteriaceae, Gramella","(3460597.0, 3460635.0)","(3458688.0, 3458724.0)",,,3798465,0.3661076250538046,"(250.5757703781128, 1.5581376552581787, 278.9216163158417)",3480522,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP007269,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121175, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(3943717.0, 3944094.0)",,,,4679953,0.5217347268231113,"(279.96522545814514, 1.7513573169708252, 321.5787706375122)",3946594,,,,,,,,,,0.8887850141629672,,,,,,,,,,1.0,,,,,,,,,,0.6663550424889013,,,,,,,,,,1.0,,,,,,,,,,1.0004081898984287,,,,,,,,,
NZ_CP018540,Brucella melitensis BwIM_TUR_03 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(2126174.0, 633.0)",,,,2126379,0.5715048916491369,"(119.79245948791504, 0.9655323028564453, 138.0725495815277)",2010975,45291.0,1619115.0,,,,,,,,0.550388310845154,0.5202342892411255,0.2089323774255412,,,,,,,,0.5625,0.0625,0.375,,,,,,,,0.8386649325354621,0.9982028677233762,0.0017971322766238,,,,,,,,0.25,0.25,0.5,,,,,,,,-0.6302578296795511,-0.999723955356365,-1.0224073738989723,,,,,,,
NC_008593,Clostridium novyi NT,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(2547494.0, 334.0)","(2545890.0, 2546146.0)",,,2547720,0.2885568272808629,"(191.31907653808594, 0.7941873073577881, 207.86397862434387)",2535046,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_017728,Listeria monocytogenes 07PF0776 chromosome,"Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2901376.0, 318.0)","(1675.0, 1867.0)",,,2901562,0.3804364683573882,"(164.09034657478333, 0.6573946475982666, 182.0943353176117)",2900549,982237.0,,,,,,,,,0.875511805173183,0.1244881948268169,,,,,,,,,0.9,0.1,,,,,,,,,0.9992626882468216,0.0007373117531782,,,,,,,,,0.7272727272727273,0.2727272727272727,,,,,,,,,1.0611513297928097,-1.0104921393291315,,,,,,,,
NC_018591,Listeria monocytogenes serotype 7 str. SLCC2482,"Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2936503.0, 318.0)","(1675.0, 1867.0)",,,2936689,0.3801032387154377,"(153.88085460662842, 0.5279378890991211, 173.07281255722046)",2935786,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP016456,"Sphingobium sp. RAC03 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium","(1474682.0, 1474977.0)",,,,3232017,0.6328317580012729,"(181.07249665260315, 1.471980094909668, 202.6197476387024)",1267171,3193328.0,1664841.0,269329.0,2675892.0,2248003.0,,,,,0.4018653470148239,0.3671970328399923,0.2789862528237045,0.1680818310470769,0.1555693871526283,0.0868772416389305,,,,,0.3636363636363636,0.2424242424242424,0.0606060606060606,0.0303030303030303,0.2121212121212121,0.0909090909090909,,,,,0.8419596774081083,0.2591668560957344,0.576352697865053,0.4739424628382006,0.0545869493366728,0.1697226340077008,,,,,0.0,0.0,0.0,0.6,0.2,0.2,,,,,-1.307734739279618,-1.076698238807951,-1.7098537155402136,-1.69971919791712,-0.9999605221593136,-1.0260551786415144,,,,
NZ_CP020964,"Xanthomonas axonopodis pv. phaseoli strain CFBP412, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(4280297.0, 4281334.0)",,,,5057819,0.649652943294333,"(270.3366024494171, 0.8479955196380615, 309.5475118160248)",5026246,4532023.0,,,,,,,,,0.9738576772400712,0.0261423227599288,,,,,,,,,0.9230769230769232,0.0769230769230769,,,,,,,,,0.9984961086432904,0.0015038913567096,,,,,,,,,1.0,0.0,,,,,,,,,1.0007978764764411,-1.017737238033619,,,,,,,,
NZ_CP023601,Mycobacterium tuberculosis strain CSV9577 chromosome,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium, Mycobacterium tuberculosis complex","(1525.0, 2051.0)",,,,4411230,0.6561213085692653,"(230.34647822380066, 0.826801061630249, 269.7224860191345)",4410926,3903366.0,,,,,,,,,0.9160470490629836,0.0839529509370162,,,,,,,,,0.75,0.25,,,,,,,,,0.9981411471889512,0.0018588528110486,,,,,,,,,1.0,0.0,,,,,,,,,1.007897775793773,-1.015078765895738,,,,,,,,
NZ_CP020967,"Xanthomonas axonopodis pv. phaseoli strain CFBP6164, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(2644135.0, 2645172.0)",,,,5235888,0.6470911906442613,"(271.4466917514801, 1.8484933376312256, 312.0845196247101)",5229253,4692496.0,,,,,,,,,0.9328716502430108,0.0671283497569893,,,,,,,,,0.8,0.2,,,,,,,,,0.998614950729032,0.001385049270968,,,,,,,,,1.0,0.0,,,,,,,,,1.0079220617217333,-1.0293423015560288,,,,,,,,
NC_011060,Pelodictyon phaeoclathratiforme BU-1,"Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobium/Pelodictyon group, Pelodictyon","(3017767.0, 3018238.0)","(1465.0, 1745.0)",,,3018238,0.4807758698949519,"(162.4592661857605, 0.7285573482513428, 184.3195481300354)",3017662,514117.0,782916.0,1344615.0,1726600.0,,,,,,0.5414743669005052,0.4425068598089599,0.236878158338477,0.0696367442106059,0.0681402034545595,,,,,,0.375,0.375,0.1666666666666666,0.0416666666666666,0.0416666666666666,,,,,,0.9994231007015156,0.6191872460935464,0.4189678083487644,0.0005768992984844,0.037753943697012,,,,,,0.25,0.3333333333333333,0.125,0.125,0.1666666666666666,,,,,,-0.411757371658692,-0.5164184668122411,-1.030290031351627,-1.0089218282070087,-1.0349182266495245,,,,,
NC_014376,Clostridium saccharolyticum WM1 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4662490.0, 81.0)","(1459.0, 1716.0)",,,4662871,0.4500474064154895,"(246.8247742652893, 1.2966537475585938, 275.5242142677307)",2899,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP018695,Klebsiella pneumoniae strain Kp_Goe_149832,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales,Enterobacteriaceae, Klebsiella","(5372437.0, 5373057.0)",,,,5373057,0.5736019550881369,"(394.3996686935425, 2.888942003250122, 442.56365752220154)",5365163,,,,,,,,,,0.8887854732352144,,,,,,,,,,1.0,,,,,,,,,,0.6663564197056431,,,,,,,,,,1.0,,,,,,,,,,1.0004087133922883,,,,,,,,,
NZ_CP017578,"Sphingomonas melonis TY chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas","(624047.0, 624358.0)",,,,4156476,0.6705622743882077,"(217.96637296676636, 2.078334093093872, 246.2312307357788)",3850061,3021990.0,52974.0,503274.0,846631.0,2632005.0,,,,,0.52137389163553,0.3644103149556275,0.3259266770047501,0.3026650696938833,0.1580374372765101,0.115335017618078,,,,,0.1891891891891892,0.054054054054054,0.2432432432432432,0.2432432432432432,0.2432432432432432,0.027027027027027,,,,,0.874932485717401,0.3499877016236392,0.9237259769601964,0.6647519658384069,0.4470852848025033,0.102761809610991,,,,,0.5,0.5,0.0,0.0,0.0,0.0,,,,,-1.1632565538037634,-1.3068840241930255,-1.1568960678705809,-1.0292886945747606,-1.1374603527121971,-1.026531613302681,,,,
NZ_CP023151,Mycobacterium chimaera strain FLAC0070 chromosome,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium, Mycobacterium avium complex (MAC)","(5407733.0, 5408332.0)",,,,5408332,0.6802897825059556,"(326.15367817878723, 2.7500951290130615, 380.76689314842224)",7393,4959305.0,952631.0,4453990.0,1421350.0,,,,,,0.6997758725373936,0.272771000982598,0.1883514852250483,0.18713903098931,0.1002241274626064,,,,,,0.6,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.1333333333333333,,,,,,0.9993276176121808,0.6849796696144608,0.3317211223418117,0.3280837596345969,0.0006723823878191,,,,,,0.5,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,,,,,,1.2258309267943046,-1.58022321342741,-1.029232616916418,-1.0489471116688671,-1.0191839663831113,,,,,
NZ_CP007242,"Bacillus amyloliquefaciens subsp. amyloliquefaciens KHG19, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus amyloliquefaciens group","(3778305.0, 3778488.0)","(3776599.0, 3776963.0)",,,3953361,0.4662463154768815,"(251.8045094013214, 1.2028591632843018, 281.5668156147003)",3851244,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_009328,Geobacillus thermodenitrificans NG80-2,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Geobacillus","(3550053.0, 208.0)","(1562.0, 1732.0)",,,3550319,0.4900973687153183,"(233.55978751182556, 1.3761684894561768, 259.9825849533081)",3547754,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_017349,Staphylococcus aureus subsp. aureus LGA251,"Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcus","(2750621.0, 516.0)","(1879.0, 2157.0)",,,2750834,0.3296294869119692,"(150.15550422668457, 1.2087757587432861, 169.57309889793396)",11585,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_017945,Corynebacterium pseudotuberculosis 258 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(2313430.0, 2314404.0)","(1813.0, 2052.0)",,,2368876,0.5210293827114632,"(140.56567430496216, 1.2178716659545898, 159.8094642162323)",2367822,216184.0,,,,,,,,,0.8741293413605772,0.1258706586394228,,,,,,,,,0.9,0.1,,,,,,,,,0.9951152968090043,0.0048847031909956,,,,,,,,,0.7272727272727273,0.2727272727272727,,,,,,,,,1.0781239919109202,-1.0108610572641237,,,,,,,,
NZ_CP007460,"Listeria monocytogenes serotype 4b str. 02-1289, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria","(2978919.0, 318.0)","(1675.0, 1867.0)",,,2979105,0.3794622881704405,"(157.95828318595886, 0.4850020408630371, 174.1589024066925)",2978202,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NZ_CP007029,Thioalkalivibrio paradoxus ARh 1,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales,Ectothiorhodospiraceae, Thioalkalivibrio","(1493.0, 1713.0)",,,,3756729,0.6654736074920496,"(206.7679603099823, 1.2344300746917725, 234.90545415878296)",3752121,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
NC_015516,Melissococcus plutonius ATCC 35311,"Bacteria, Firmicutes, Lactobacillales, Enterococcaceae, Melissococcus","(1890570.0, 61.0)","(1406.0, 1584.0)",,,1891014,0.3142753041489909,"(93.17804598808289, 0.3329944610595703, 101.51211047172546)",171,,,,,,,,,,0.8333333333333334,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,0.9999320490793896,,,,,,,,,
