RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,N_penalty,O_penalty,D_penalty
NZ_CP022315,"Virgibacillus sp. LM2416 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Virgibacillus","(1200649.0, 1201275.0)","(1199113.0, 1199298.0)",,,4071214,False,"(1195624, 1196124)",1195874,"(4063064, 4063564)",4063314.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[95840, 154130]"
NZ_CP023563,"Brachybacterium sp. VM2412 chromosome, complete genome.","Bacteria, Actinobacteria, Micrococcales, Dermabacteraceae, Brachybacterium","(638302.0, 640875.0)",,,,3796663,True,"(2613898, 2614398)",2614148,"(3532808, 3533308)",3533058.0,"(3052442, 3052942)",3052692.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[240790, 259600, 3530]"
NZ_CP022316,"Brachybacterium sp. VR2415 chromosome, complete genome.","Bacteria, Actinobacteria, Micrococcales, Dermabacteraceae, Brachybacterium","(1825792.0, 1826189.0)",,,,3459731,True,"(1083743, 1084243)",1083993,"(1614646, 1615146)",1614896.0,"(2541465, 2541965)",2541715.0,"(3069643, 3070143)",3069893.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[47980, 6260, 98250, 106350]"
NZ_CP022358,"Shewanella bicestrii strain JAB-1 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(7138.0, 7582.0)",,,,4800597,False,"(4784791, 4785291)",4785041,,,,,,,,,,,,,,,,,[0.0],0,[52770]
NZ_CP022741,"Vibrio sp. Q67 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2866372.0, 2866852.0)",,,,2872911,False,"(2872398, 2872898)",2872648,,,,,,,,,,,,,,,,,[0.0],0,[9420]
NZ_CP022989,Paraburkholderia aromaticivorans strain BN5 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Paraburkholderia","(1226310.0, 1227164.0)",,,,4378888,False,"(1222681, 1223181)",1222931,"(23788, 24288)",24038.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[481870, 129200]"
NZ_CP024955,"Kyrpidia sp. EA-1 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Alicyclobacillaceae, Kyrpidia","(3351709.0, 3352175.0)","(1354.0, 1554.0)",,,3352175,False,"(2334, 2834)",2584,,,,,,,,,,,,,,,,,[0.0],0,[1950]
NZ_CP007496,"Candidatus Saccharibacteria oral taxon TM7x, complete genome.","Bacteria, Candidatus Saccharibacteria","(704916.0, 705138.0)",,,,705138,False,"(746, 1246)",996,,,,,,,,,,,,,,,,,[0.0],0,[20690]
NZ_CP019640,"Planococcus maritimus strain Y42 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3718418.0, 3718896.0)","(1345.0, 1522.0)",,,3718896,False,"(4623, 5123)",4873,,,,,,,,,,,,,,,,,[0.0],0,[88520]
NZ_CP024610,"Lactobacillales bacterium strain NIBRBAC000499792 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, unclassified Lactobacillales (miscellaneous)","(275732.0, 275896.0)","(273878.0, 274354.0)",,,1548794,False,"(336481, 336981)",336731,,,,,,,,,,,,,,,,,[0.0],0,[597140]
NZ_CP017040,"Propionibacterium sp. oral taxon 193 strain F0672 chromosome, complete genome.","Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Propionibacterium","(1405066.0, 1406621.0)",,,,2571505,False,"(1394918, 1395418)",1395168,"(1586, 2086)",1836.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[21010, 12610]"
NC_014117,Burkholderia sp. CCGE1002 chromosome chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(3470543.0, 3471512.0)",,,,3518940,False,"(3474097, 3474597)",3474347,,,,,,,,,,,,,,,,,[0.0],0,[119930]
NZ_CP019044,"Nitratireductor basaltis strain RR3-28 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Nitratireductor","(3229505.0, 3229965.0)",,,,3357577,False,"(1132063, 1132563)",1132313,,,,,,,,,,,,,,,,,[0.0],200,[62830]
NZ_LN681225,"Legionella hackeliae genome assembly LHA, chromosome : I.","Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella","(3440940.0, 671.0)",,,,3440975,False,"(3430040, 3430540)",3430290,,,,,,,,,,,,,,,,,[0.0],0,[210600]
NZ_AP014940,"Lysobacter enzymogenes DNA, complete genome, strain: M497-1.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter","(1514.0, 2264.0)",,,,6096022,False,"(6085343, 6085843)",6085593,,,,,,,,,,,,,,,,,[0.0],0,[402780]
NZ_CP011835,"Azotobacter chroococcum strain B3, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Azotobacter","(4575304.0, 4575910.0)",,,,4575910,False,"(83119, 83619)",83369,,,,,,,,,,,,,,,,,[0.0],200,[114410]
NZ_CP015941,"Legionella pneumophila strain C9_S chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella","(3397032.0, 653.0)",,,,3397139,False,"(241, 741)",491,,,,,,,,,,,,,,,,,[0.0],0,[9580]
NZ_CP020000,"Acinetobacter calcoaceticus strain CA16, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter calcoaceticus/baumannii complex","(4070335.0, 4071016.0)",,,,4110074,False,"(21988, 22488)",22238,,,,,,,,,,,,,,,,,[0.0],200,[443830]
NZ_CP018059,"Moraxella catarrhalis strain CCRI-195ME chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Moraxella","(1738790.0, 1739388.0)",,,,1954607,False,"(1739817, 1740317)",1740067,,,,,,,,,,,,,,,,,[0.0],0,[6700]
NZ_CP018835,"Vibrio gazogenes strain ATCC 43942 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(1957148.0, 1957499.0)",,,,3471064,False,"(1950230, 1950730)",1950480,,,,,,,,,,,,,,,,,[0.0],0,[102530]
NZ_CP015425,"[Haemophilus] ducreyi strain VAN2, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus","(851647.0, 852190.0)",,,,1589620,False,"(856555, 857055)",856805,"(1589460, 341)",91.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[1090, 92800]"
NZ_CP008747,"Staphylococcus hyicus strain ATCC 11249, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2471592.0, 2472129.0)","(1342.0, 1521.0)",,,2472129,False,"(2468674, 2469174)",2468924,"(1020735, 1021235)",1020985.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[64160, 503430]"
NZ_CP008724,"Staphylococcus xylosus strain SMQ-121, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2757327.0, 500.0)","(1869.0, 2110.0)",,,2757557,False,"(2754477, 2754977)",2754727,,,,,,,,,,,,,,,,,[0.0],0,[61750]
NZ_LT906464,"Staphylococcus muscae strain NCTC13833 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2094366.0, 2095116.0)","(1348.0, 1523.0)",,,2095116,False,"(2094743, 126)",2094993,,,,,,,,,,,,,,,,,[0.0],0,[2460]
NZ_CP022046,"Staphylococcus sciuri strain FDAARGOS_285 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2497777.0, 2497942.0)","(2495885.0, 2496435.0)",,,2764040,False,"(2497249, 2497749)",2497499,"(2378, 2878)",2628.0,,,,,,,,,,,,,,,"[0.0, 0.0]",200,"[230, 25500]"
NZ_CP012480,"Streptococcus agalactiae strain NGBS128, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus","(1573.0, 1726.0)",,,,2074179,False,"(2074009, 331)",81,,,,,,,,,,,,,,,,,[0.0],0,[1620]
NZ_CP012805,"Streptococcus anginosus strain J4211, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus anginosus group","(1924510.0, 224.0)","(1569.0, 1724.0)",,,1924513,False,"(135, 635)",385,,,,,,,,,,,,,,,,,[0.0],0,[51040]
NC_014614,Clostridium sticklandii DSM 519 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(2715054.0, 123.0)",,,,2715461,False,"(2689321, 2689821)",2689571,,,,,,,,,,,,,,,,,[0.0],0,[524620]
NZ_CP014170,"Clostridium tyrobutyricum strain KCTC 5387 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(3071145.0, 233.0)","(1575.0, 1832.0)",,,3071606,False,"(4404, 4904)",4654,,,,,,,,,,,,,,,,,[0.0],0,[94490]
NZ_CP017237,Moorella thermoacetica strain DSM 103284,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales,Thermoanaerobacteraceae, Moorella group, Moorella","(2560254.0, 100.0)","(1430.0, 1544.0)",,,2560375,False,"(2556002, 2556502)",2556252,,,,,,,,,,,,,,,,,[0.0],0,[82440]
NZ_CP009933,"Clostridium scatologenes strain ATCC 25775, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4458847.0, 4459419.0)","(4457234.0, 4457493.0)",,,5749410,False,"(6913, 7413)",7163,,,,,,,,,,,,,,,,,[0.0],0,[143240]
NZ_CP015756,"Clostridium estertheticum subsp. estertheticum strain DSM 8809, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4759710.0, 4760250.0)",,,,4760574,False,"(15563, 16063)",15813,,,,,,,,,,,,,,,,,[0.0],0,[323070]
NZ_CP014204,"Clostridium baratii strain CDC51267 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(1904513.0, 1905068.0)","(1902868.0, 1903147.0)",,,3091050,False,"(285, 785)",535,,,,,,,,,,,,,,,,,[0.0],200,[3240]
NZ_CP015108,"Sporosarcina ureae strain S204, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Sporosarcina","(1864612.0, 1865115.0)","(1863091.0, 1863261.0)",,,3362333,False,"(1886462, 1886962)",1886712,,,,,,,,,,,,,,,,,[0.0],0,[441750]
NZ_CP015398,"Lactobacillus brevis strain NPS-QW-145 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(274661.0, 274929.0)","(272764.0, 273301.0)",,,2552671,False,"(274687, 275187)",274937,,,,,,,,,,,,,,,,,[0.0001175239582382532],0,[33740]
NZ_LT906469,"Mycobacterium terrae strain NCTC10856 genome assembly, chromosome: 1.","Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium terrae complex","(4531705.0, 4532317.0)",,,,4532317,False,"(4531838, 20)",4532088,"(889726, 890226)",889976.0,,,,,,,,,,,,,,,"[0.0, 0.0]",200,"[270, 7790]"
NZ_LT906483,Mycobacterium thermoresistibile strain NCTC10409 genome assembly,"Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae,Mycobacterium","(4950141.0, 4950685.0)",,,,4950685,False,"(925, 1425)",1175,"(3669366, 3669866)",3669616.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[29690, 218450]"
NC_019780,Dactylococcopsis salina PCC 8305,"Bacteria, Cyanobacteria, Chroococcales, Dactylococcopsis","(3540201.0, 3540601.0)",,,,3781008,False,"(158361, 158861)",158611,,,,,,,,,,,,,,,,,[0.0],200,[353040]
NZ_CP023741,"Sphingobium yanoikuyae strain S72 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium","(4591357.0, 4591647.0)",,,,5532633,False,"(4168599, 4169099)",4168849,,,,,,,,,,,,,,,,,[0.0],0,[10680]
NZ_CP009246,"Corynebacterium flavescens strain OJ8, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2758007.0, 53.0)","(1683.0, 2309.0)",,,2758653,True,"(285, 785)",535,"(2497950, 2498450)",2498200.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[281880, 131180]"
NZ_CP010820,"Lysinibacillus fusiformis strain RB-21, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Lysinibacillus","(24911.0, 25515.0)","(23391.0, 23560.0)",,,4843789,False,"(11875, 12375)",12125,,,,,,,,,,,,,,,,,[0.0],0,[246560]
NZ_CP014022,"Staphylococcus lugdunensis strain FDAARGOS_141, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(1430083.0, 1430368.0)","(1428065.0, 1428714.0)",,,2571829,False,"(1445079, 1445579)",1445329,"(979, 1479)",1229.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[342570, 20120]"
NZ_LT906445,"Veillonella parvula strain NCTC11810 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Negativicutes, Veillonellales, Veillonellaceae, Veillonella","(2131154.0, 2132142.0)","(1426.0, 1831.0)",,,2132142,False,"(2095, 2595)",2345,,,,,,,,,,,,,,,,,[0.0],0,[36480]
NZ_CP009125,"Pectobacterium atrosepticum strain 21A, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Pectobacterium","(4991447.0, 31.0)",,,,4991806,False,"(3962, 4462)",4212,,,,,,,,,,,,,,,,,[0.00018029546821330796],0,[110300]
NZ_CP009787,"Yersinia rohdei strain YRA, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Yersinia","(2888938.0, 2889317.0)",,,,4372253,False,"(2892594, 2893094)",2892844,,,,,,,,,,,,,,,,,[0.0],0,[101140]
NZ_CP011368,"Mycoplasma canis strain LV, complete genome.","Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(968760.0, 224.0)",,,,968791,True,"(837041, 837541)",837291,"(949847, 950347)",950097.0,"(609918, 610418)",610168.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[395690, 373830, 420450]"
NZ_CP018762,"Microbacterium aurum strain KACC 15219 chromosome, complete genome.","Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Microbacterium","(3424451.0, 3424892.0)","(1432.0, 1715.0)",,,3424892,True,"(2917427, 2917927)",2917677,"(1012044, 1012544)",1012294.0,"(697050, 697550)",697300.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[579550, 163920, 3860]"
NZ_CP011041,"Pseudoalteromonas tetraodonis strain GFC chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(3389374.0, 3389801.0)",,,,3399143,False,"(2924, 3424)",3174,,,,,,,,,,,,,,,,,[0.0],0,[184440]
NZ_LT906481,"Corynebacterium urealyticum strain NCTC12011 genome assembly, chromosome: 1.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(1684034.0, 1684876.0)","(1681657.0, 1682272.0)",,,2377532,True,"(2375669, 2376169)",2375919,"(623493, 623993)",623743.0,"(2344170, 2344670)",2344420.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[138320, 80450, 491660]"
NC_010546,Cyanothece sp. ATCC 51142 chromosome circular,"Bacteria, Cyanobacteria, Chroococcales, Cyanothece","(1886587.0, 1887114.0)",,,,4934271,False,"(4619298, 4619798)",4619548,,,,,,,,,,,,,,,,,[0.0],0,[287290]
NZ_CP009288,"Paenibacillus durus strain DSM 1735, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(6037771.0, 88.0)",,,,6038347,False,"(1051, 1551)",1301,,,,,,,,,,,,,,,,,[0.0],0,[24780]
NZ_CP020414,Leptospira interrogans serovar Copenhageni strain FDAARGOS_203 chromosome,"Bacteria, Spirochaetes, Leptospirales, Leptospiraceae, Leptospira","(2291278.0, 2292932.0)",,,,4280582,False,"(2295346, 2295846)",2295596,,,,,,,,,,,,,,,,,[0.0],0,[162120]
NZ_CP013988,"Aerococcus urinaeequi strain USDA-ARS-USMARC-56713, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Aerococcus","(20364.0, 21096.0)","(18795.0, 19028.0)",,,2054328,False,"(10413, 10913)",10663,,,,,,,,,,,,,,,,,[0.0],0,[194730]
NZ_CP012047,"Tetragenococcus halophilus strain MJ4, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Tetragenococcus","(2388939.0, 2389470.0)","(1336.0, 1493.0)",,,2389470,False,"(2387757, 2388257)",2388007,,,,,,,,,,,,,,,,,[0.0],0,[27030]
NZ_CP015581,"Tatumella citrea strain ATCC 39140 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Tatumella","(4320404.0, 4320842.0)",,,,4487195,False,"(4315830, 4316330)",4316080,"(760549, 761049)",760799.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[48980, 80600]"
NZ_CP022930,"Enterococcus durans strain BDGP3 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus","(1023068.0, 1023255.0)","(1021201.0, 1021732.0)",,,2983334,False,"(995393, 995893)",995643,,,,,,,,,,,,,,,,,[0.0],0,[520340]
NZ_CP014158,"Pseudomonas citronellolis strain P3B5, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6950788.0, 6951327.0)",,,,6951444,False,"(6922700, 6923200)",6922950,"(6260634, 6261134)",6260884.0,"(4487026, 4487526)",4487276.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[202240, 219820, 145760]"
NC_014624,Eubacterium limosum KIST612 chromosome,"Bacteria, Firmicutes, Clostridia, Clostridiales, Eubacteriaceae, Eubacterium","(458.0, 740.0)",,,,4316707,False,"(4309321, 4309821)",4309571,,,,,,,,,,,,,,,,,[0.0],0,[142650]
NZ_LT906479,"Serratia ficaria strain NCTC12148 genome assembly, chromosome: 1.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia","(5173225.0, 5173605.0)",,,,5209973,False,"(5192801, 5193301)",5193051,,,,,,,,,,,,,,,,,[0.0],0,[345490]
NC_005966,Acinetobacter sp. ADP1,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter","(3598158.0, 200.0)",,,,3598621,False,"(124, 624)",374,,,,,,,,,,,,,,,,,[0.0],0,[6730]
NC_015844,Zobellia galactanivorans,"Bacteria, Bacteroidetes, Flavobacteria, Flavobacteriales, Flavobacteriaceae, Zobellia","(2000330.0, 2000993.0)",,,,5521712,False,"(1988509, 1989009)",1988759,,,,,,,,,,,,,,,,,[0.0],0,[278540]
NC_010628,Nostoc punctiforme PCC 73102,"Bacteria, Cyanobacteria, Nostocales, Nostocaceae, Nostoc","(54472.0, 56242.0)",,,,8234322,False,"(5926051, 5926551)",5926301,"(8227885, 8228385)",8228135.0,"(2574804, 2575304)",2575054.0,"(7196348, 7196848)",7196598.0,"(3293889, 3294389)",3294139.0,"(5198946, 5199446)",5199196.0,"(4357048, 4357548)",4357298.0,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",200,"[20320, 515990, 408510, 116800, 92540, 2200, 3830]"
NZ_CP009716,"Corynebacterium ulcerans strain 05146, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2465461.0, 1.0)",,,,2466435,False,"(2464741, 2465241)",2464991,,,,,,,,,,,,,,,,,[0.0],0,[26060]
NC_011729,Cyanothece sp. PCC 7424,"Bacteria, Cyanobacteria, Chroococcales, Cyanothece","(376187.0, 376554.0)",,,,5942652,False,"(5942598, 447)",197,,,,,,,,,,,,,,,,,[0.0],0,[4850]
NZ_CP023044,"Mannheimia haemolytica strain 191 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Mannheimia","(57099.0, 57546.0)",,,,2753783,False,"(15873, 16373)",16123,"(1178564, 1179064)",1178814.0,"(507735, 508235)",507985.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[75230, 282280, 321260]"
NC_006513,Azoarcus sp. EbN1,"Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azoarcus","(1677877.0, 1678330.0)",,,,4296230,False,"(1765116, 1765616)",1765366,,,,,,,,,,,,,,,,,[0.0],0,[68060]
NZ_CP014159,"Aerococcus christensenii strain CCUG28831, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Aerococcus","(687512.0, 687730.0)","(685877.0, 686167.0)",,,1634920,False,"(693869, 694369)",694119,,,,,,,,,,,,,,,,,[0.0],0,[152700]
NZ_LT630287,"Lactobacillus acidipiscis strain ACA-DC 1533 genome assembly, chromosome: I.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(2606823.0, 2607423.0)","(1372.0, 1613.0)",,,2607423,False,"(2263, 2763)",2513,,,,,,,,,,,,,,,,,[0.0],0,[38150]
NZ_CP008941,"Candidatus Paracaedibacter acanthamoebae isolate PRA3, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Holosporales, Candidatus Paracaedibacteraceae, Candidatus Paracaedibacter","(2128355.0, 2128719.0)",,,,2470036,False,"(238715, 239215)",238965,,,,,,,,,,,,,,,,,[0.0],0,[151690]
NZ_LN794217,"Rickettsia monacensis, strain IrR/Munich, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, spotted fever group","(369686.0, 370080.0)",,,,1353450,False,"(210669, 211169)",210919,"(607565, 608065)",607815.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[545080, 167020]"
NZ_CP013934,"Weissella cibaria strain CMS3, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Weissella","(18659.0, 19401.0)",,,,2342907,False,"(24650, 25150)",24900,,,,,,,,,,,,,,,,,[0.0],0,[186580]
NZ_CP021425,"Oleiphilus messinensis strain ME102 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oleiphilaceae, Oleiphilus","(6378208.0, 100.0)",,,,6379281,False,"(6377268, 6377768)",6377518,,,,,,,,,,,,,,,,,[0.0],0,[35270]
NZ_CP013187,"Pseudoalteromonas phenolica strain KCTC 12086 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(3845245.0, 276.0)",,,,3845520,False,"(3845019, 3845519)",3845269,,,,,,,,,,,,,,,,,[0.0],0,[5550]
NZ_CP009249,"Corynebacterium phocae strain M408/89/1, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2778976.0, 6.0)","(1705.0, 2263.0)",,,2779609,False,"(2771775, 2772275)",2772025,,,,,,,,,,,,,,,,,[0.0],0,[87440]
NZ_CP011311,"Corynebacterium camporealensis strain DSM 44610, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2451176.0, 2451810.0)","(1636.0, 2215.0)",,,2451810,False,"(52972, 53472)",53222,"(1126144, 1126644)",1126394.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[152240, 8340]"
NZ_CP010827,"Corynebacterium singulare strain IBS B52218, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2829705.0, 2830477.0)",,,,2830519,False,"(2829958, 2830458)",2830208,"(2085323, 2085823)",2085573.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[111650, 295450]"
NZ_CP013652,"Paenibacillus naphthalenovorans strain 32O-Y, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(4279971.0, 4280525.0)","(4278387.0, 4278599.0)",,,5200139,False,"(4275525, 4276025)",4275775,,,,,,,,,,,,,,,,,[0.0],0,[84220]
NZ_CP022437,"Virgibacillus necropolis strain LMG 19488 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Virgibacillus","(305435.0, 306097.0)","(303896.0, 304081.0)",,,4337422,False,"(301302, 301802)",301552,"(4332155, 4332655)",4332405.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[70850, 78390]"
NZ_CP017831,"Butyrivibrio hungatei strain MB2003 chromosome 1, complete sequence.","Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Butyrivibrio","(3143244.0, 3143769.0)",,,,3143784,False,"(9512, 10012)",9762,,,,,,,,,,,,,,,,,[9.542640334068753e-05],0,[196240]
NC_008340,Alkalilimnicola ehrlichei MLHE-1,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Alkalilimnicola","(1431.0, 1650.0)",,,,3275944,False,"(3262849, 3263349)",3263099,"(2635396, 2635896)",2635646.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[53330, 47860]"
NZ_CP014933,"Pediococcus claussenii strain TMW 2.53 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Pediococcus","(841450.0, 841629.0)","(839603.0, 840117.0)",,,1889038,False,"(841625, 842125)",841875,,,,,,,,,,,,,,,,,[0.0],0,[13000]
NZ_CP019688,"Corynebacterium glaucum strain DSM 30827 chromosome, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2517922.0, 42.0)",,,,2518659,False,"(2435600, 2436100)",2435850,"(684838, 685338)",685088.0,"(1136198, 1136698)",1136448.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[95040, 599320, 545130]"
NZ_CP009287,"Paenibacillus graminis strain DSM 15220, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(7165879.0, 87.0)",,,,7166464,False,"(1026, 1526)",1276,,,,,,,,,,,,,,,,,[0.0],0,[31780]
