RefSeq,Organism,Sequence_length,Penalties,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,oriC_edges_9,oriC_middles_9
NZ_LR134506.1,"Porphyromonas cangingivalis strain NCTC12856 chromosome 1, complete sequence",2404857,"([0.0], 200, [61330])",False,"(2401550, 2402050)",2401800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011041.1,"Pseudoalteromonas tetraodonis strain GFC chromosome I, complete sequence",3399143,"([0.0], 0, [184440])",False,"(2924, 3424)",3174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP081860.1,"Pseudoalteromonas piscicida strain WCPW15003 chromosome 1, complete sequence",4119678,"([0.0], 0, [14130])",False,"(493, 993)",743,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LS483423.1,"Jonesia denitrificans strain NCTC10816 chromosome 1, complete sequence",2749647,"([0.0, 0.0, 0.0], 0, [141260, 274620, 305800])",False,"(2731946, 2732446)",2732196,"(2334188, 2334688)",2334438,"(607060, 607560)",607310,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP068168.1,"Corynebacterium amycolatum strain FDAARGOS_1108 chromosome, complete genome",2476115,"([0.0, 0.0], 0, [393040, 47100])",False,"(1725556, 1726056)",1725806,"(2458815, 2459315)",2459065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP027793.1,"Rhodococcus hoagii strain DSSKP-R-001 chromosome, complete genome",5251559,"([0.0], 0, [257840])",False,"(10214, 10714)",10464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP068161.1,"Corynebacterium propinquum strain FDAARGOS_1112 chromosome, complete genome",2480127,"([0.0], 200, [454420])",False,"(1288010, 1288510)",1288260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT906481.1,"Corynebacterium urealyticum strain NCTC12011 chromosome 1, complete sequence",2377532,"([0.0, 0.0, 0.0], 0, [138320, 80450, 491660])",True,"(2375669, 2376169)",2375919,"(623493, 623993)",623743,"(2344170, 2344670)",2344420,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010546.1,"Crocosphaera subtropica ATCC 51142 chromosome circular, complete sequence",4934271,"([0.0], 0, [287290])",False,"(4619298, 4619798)",4619548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LS483306.1,"Enterococcus cecorum strain NCTC12421 chromosome 1, complete sequence",2421598,"([0.0], 0, [249610])",False,"(2408716, 2409216)",2408966,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP022613.1,Mycobacterium conspicuum strain JCM 14738 chromosome,6237139,"([0.0, 0.0], 0, [157790, 329410])",True,"(5777148, 5777648)",5777398,"(5207490, 5207990)",5207740,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP028339.1,"Thauera aromatica K172 chromosome, complete genome",3658031,"([0.0], 0, [245160])",False,"(87147, 87647)",87397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009288.1,"Paenibacillus durus strain DSM 1735 chromosome, complete genome",6038347,"([0.0], 0, [24780])",False,"(1051, 1551)",1301,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020414.2,"Leptospira interrogans serovar Copenhageni strain FDAARGOS_203 chromosome, complete genome",4280582,"([0.0], 0, [162120])",False,"(2295346, 2295846)",2295596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013988.1,"Aerococcus urinaeequi strain USDA-ARS-USMARC-56713 chromosome, complete genome",2054328,"([0.0], 0, [194730])",False,"(10413, 10913)",10663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012047.1,"Tetragenococcus halophilus strain MJ4 chromosome, complete genome",2389470,"([0.0], 0, [27030])",False,"(2387757, 2388257)",2388007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP058235.1,"Bartonella alsatica strain CIP 105477 chromosome, complete genome",1659117,"([0.0], 0, [520990])",False,"(934633, 935133)",934883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR134350.1,"Actinomyces howellii strain NCTC11636 chromosome 1, complete sequence",3148934,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [51260, 51510, 198570, 133510, 148620])",False,"(131902, 132402)",132152,"(2846081, 2846581)",2846331,"(1989660, 1990160)",1989910,"(738799, 739299)",739049,"(432713, 433213)",432963,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP066065.1,"Schaalia meyeri strain FDAARGOS_985 chromosome, complete genome",2033037,"([0.0, 0.0, 0.0], 0, [11630, 78030, 128140])",False,"(1674085, 1674585)",1674335,"(1871817, 1872317)",1872067,"(127648, 128148)",127898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR134363.1,"Actinomyces slackii strain NCTC11923 chromosome 1, complete sequence",3220508,"([0.0, 0.0, 0.0, 0.0], 0, [119430, 27520, 27650, 110770])",True,"(677966, 678466)",678216,"(2180625, 2181125)",2180875,"(7188, 7688)",7438,"(2538991, 2539491)",2539241,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015581.1,"Tatumella citrea strain ATCC 39140 chromosome, complete genome",4487195,"([0.0, 0.0], 0, [48980, 80600])",False,"(4315830, 4316330)",4316080,"(760549, 761049)",760799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022930.1,"Enterococcus durans strain BDGP3 chromosome, complete genome",2983334,"([0.0], 0, [520340])",False,"(995393, 995893)",995643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP083695.1,"Enterococcus mundtii strain P6 chromosome, complete genome",3000567,"([0.0], 200, [28500])",False,"(2607978, 2608478)",2608228,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP061913.1,"Dactylosporangium vinaceum strain NRRL B-16297 chromosome, complete genome",11959907,"([0.0, 0.0, 0.0], 200, [750, 0, 47890])",False,"(11957558, 11958058)",11957808,"(4111973, 4112473)",4112223,"(6889513, 6890013)",6889763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP022615.1,Mycobacterium heidelbergense strain JCM 14842 chromosome,5050576,"([0.0], 0, [364990])",False,"(5022855, 5023355)",5023105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014158.1,"Pseudomonas citronellolis strain P3B5 chromosome, complete genome",6951444,"([0.0, 0.0, 0.0], 0, [202240, 219820, 145760])",False,"(6922700, 6923200)",6922950,"(6260634, 6261134)",6260884,"(4487026, 4487526)",4487276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014624.2,"Eubacterium callanderi, complete sequence",4316707,"([0.0], 0, [142650])",False,"(4309321, 4309821)",4309571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045845.1,"Kluyvera intermedia strain N2-1 chromosome, complete genome",4692744,"([0.0, 0.0], 0, [304130, 299080])",True,"(4677706, 4678206)",4677956,"(15123, 15623)",15373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT906479.1,"Serratia ficaria strain NCTC12148 chromosome 1, complete sequence",5209973,"([0.0], 0, [345490])",False,"(5192801, 5193301)",5193051,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP065640.1,"Serratia rubidaea strain FDAARGOS_926 chromosome, complete genome",4995010,"([0.0], 0, [96160])",False,"(1468655, 1469155)",1468905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_005966.1,"Acinetobacter baylyi ADP1, complete sequence",3598621,"([0.0], 0, [6730])",False,"(124, 624)",374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015844.1,"Zobellia galactanivorans, complete sequence",5521712,"([0.0], 0, [278540])",False,"(1988509, 1989009)",1988759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010628.1,"Nostoc punctiforme PCC 73102, complete sequence",8234322,"([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 200, [20320, 515990, 408510, 116800, 92540, 2200, 3830])",False,"(5926051, 5926551)",5926301,"(8227885, 8228385)",8228135,"(2574804, 2575304)",2575054,"(7196348, 7196848)",7196598,"(3293889, 3294389)",3294139,"(5198946, 5199446)",5199196,"(4357048, 4357548)",4357298,nan,nan,nan,nan,nan,nan
NZ_CP009716.1,"Corynebacterium ulcerans strain 05146 chromosome, complete genome",2466435,"([0.0], 0, [26060])",False,"(2464741, 2465241)",2464991,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011729.1,"Gloeothece citriformis PCC 7424, complete sequence",5942652,"([0.0], 0, [4850])",False,"(5942598, 447)",197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP089932.1,"Erwinia tracheiphila strain BHKY chromosome, complete genome",4920713,"([0.0], 0, [3700])",False,"(65, 565)",315,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047698.1,"Pseudomonas knackmussii strain N1-2 chromosome, complete genome",6095635,"([0.0, 0.0], 0, [467790, 517910])",False,"(3284, 3784)",3534,"(1659946, 1660446)",1660196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP049115.1,"Pantoea stewartii strain ZJ-FGZX1 chromosome, complete genome",4550072,"([0.0, 0.0], 0, [79440, 50030])",False,"(2905898, 2906398)",2906148,"(4060330, 4060830)",4060580,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP071139.1,"Streptomyces nojiriensis strain JCM 3382 chromosome, complete genome",9022916,"([0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 0, [18110, 3520, 2660, 42390, 426290, 60, 7200])",True,"(52663, 53163)",52913,"(8852960, 8853460)",8853210,"(2126935, 2127435)",2127185,"(5678614, 5679114)",5678864,"(8065727, 8066227)",8065977,"(2889500, 2890000)",2889750,"(1008792, 1009292)",1009042,nan,nan,nan,nan,nan,nan
NZ_CP059991.1,"Streptomyces gardneri strain ATCC 15439 chromosome, complete genome",9054805,"([0.0, 0.0], 0, [9400, 320])",False,"(9054602, 298)",48,"(1519730, 1520230)",1519980,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP081178.1,"Pseudomonas mandelii strain KGI_MA19 chromosome, complete genome",6749770,"([0.0, 0.0], 0, [127180, 183810])",False,"(6736138, 6736638)",6736388,"(212503, 213003)",212753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007028.1,"Thermocrinis ruber strain DSM 23557 chromosome, complete genome",1521037,"([0.0, 0.0, 0.0], 0, [566630, 217440, 416330])",True,"(4431, 4931)",4681,"(432909, 433409)",433159,"(1045122, 1045622)",1045372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023044.1,"Mannheimia haemolytica strain USDA-ARS-USMARC-191 chromosome, complete genome",2753783,"([0.0, 0.0, 0.0], 0, [75230, 282280, 321260])",False,"(15873, 16373)",16123,"(1178564, 1179064)",1178814,"(507735, 508235)",507985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_006513.1,"Aromatoleum aromaticum EbN1, complete sequence",4296230,"([0.0], 0, [68060])",False,"(1765116, 1765616)",1765366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP059467.1,"Aromatoleum bremense strain PbN1 chromosome, complete genome",4376837,"([0.0], 300, [95900])",False,"(1919464, 1919964)",1919714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP059560.1,"Aromatoleum petrolei strain ToN1 chromosome, complete genome",5407396,"([0.0], 400, [0])",False,"(2456737, 2457237)",2456987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013195.1,"Prevotella enoeca strain F0113 chromosome, complete genome",2861432,"([0.0, 0.0], 0, [104190, 351270])",False,"(203738, 204238)",203988,"(2143012, 2143512)",2143262,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP018685.1,"Vibrio rumoiensis strain FERM P-14531 chromosome 1, complete sequence",2768302,"([0.0], 300, [17530])",False,"(684, 1184)",934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP075189.1,"Ferribacterium limneticum strain 77 chromosome, complete genome",4150051,"([0.0], 0, [50120])",False,"(2495, 2995)",2745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR215031.1,Mycoplasmopsis gallopavonis strain NCTC10186 chromosome 1,576641,"([0.0, 0.0, 0.0, 0.0], 0, [177590, 240020, 516410, 432390])",True,"(112125, 112625)",112375,"(64685, 65185)",64935,"(146825, 147325)",147075,"(502333, 502833)",502583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013729.1,"Roseateles depolymerans strain KCTC 42856 chromosome, complete genome",5681722,"([0.0], 200, [215630])",False,"(61461, 61961)",61711,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP027723.1,"Pseudomonas orientalis strain 8B chromosome, complete genome",5919814,"([0.0], 0, [102430])",False,"(1179, 1679)",1429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022562.1,"Pseudomonas monteilii strain B5 chromosome, complete genome",5948598,"([0.0], 0, [588210])",False,"(35515, 36015)",35765,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015030.1,"Mannheimia granulomatis strain B 234/94 chromosome, complete genome",2278480,"([0.0], 0, [114970])",False,"(2020288, 2020788)",2020538,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP022617.1,Mycolicibacterium monacense strain JCM 15658 chromosome,6042466,"([0.0], 0, [555140])",False,"(28036, 28536)",28286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP043820.1,"Achromobacter xylosoxidans strain AX1 chromosome, complete genome",6402982,"([0.0], 200, [576270])",False,"(6347264, 6347764)",6347514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP080401.1,"Chlamydia pecorum strain DBDeUG_2018 chromosome, complete genome",1106377,"([0.0], 0, [5160])",False,"(305697, 306197)",305947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP081832.1,"Idiomarina abyssalis strain MSP-CT chromosome, complete genome",2610628,"([0.0], 0, [2890])",False,"(2610602, 475)",225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP062158.2,"Pseudomonas lundensis strain 2T.2.5.2 chromosome, complete genome",4895759,"([0.0], 200, [434560])",False,"(32494, 32994)",32744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP024161.1,"Mesomycoplasma dispar strain GS01 chromosome, complete genome",1065810,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [334180, 297470, 500530, 463920, 281020])",True,"(913910, 914410)",914160,"(427631, 428131)",427881,"(176096, 176596)",176346,"(1018097, 1018597)",1018347,"(1048857, 1049357)",1049107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014159.1,"Aerococcus christensenii strain CCUG28831 chromosome, complete genome",1634920,"([0.0], 0, [152700])",False,"(693869, 694369)",694119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020397.1,"Burkholderia multivorans strain FDAARGOS_246 chromosome 1, complete sequence",3428385,"([0.0, 0.0], 0, [23110, 138730])",False,"(180189, 180689)",180439,"(1046072, 1046572)",1046322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP027850.1,"Caulobacter segnis strain TK0059 chromosome, complete genome",4655467,"([0.0, 0.0], 0, [46300, 114170])",False,"(4612749, 4613249)",4612999,"(4078568, 4079068)",4078818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT630287.1,"Ligilactobacillus acidipiscis strain ACA-DC 1533 chromosome I, complete sequence",2607423,"([0.0], 0, [38150])",False,"(2263, 2763)",2513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036523.1,"[Clostridium] hiranonis strain DSM 13275 chromosome, complete genome",2521899,"([0.0], 0, [360])",False,"(2521653, 255)",5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP053828.1,"Campylobacter hyointestinalis subsp. lawsonii strain CHY5 chromosome, complete genome",1803736,"([0.0], 0, [122460])",False,"(219243, 219743)",219493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP008941.1,"Candidatus Paracaedibacter acanthamoebae isolate PRA3 chromosome, complete genome",2470036,"([0.0], 0, [151690])",False,"(238715, 239215)",238965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP066119.1,"Acinetobacter bereziniae strain GD03185 chromosome, complete genome",4685881,"([0.0], 0, [181220])",False,"(4676750, 4677250)",4677000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP014630.1,"Acinetobacter guillouiae strain NBRC 110550 chromosome, complete genome",4648418,"([0.0, 0.0], 0, [192210, 242680])",False,"(4639066, 4639566)",4639316,"(3049806, 3050306)",3050056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020822.1,"Tenacibaculum maritimum strain TM-KORJJ chromosome, complete genome",3333272,"([0.0], 0, [41590])",False,"(1833, 2333)",2083,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP083647.1,"Corynebacterium falsenii strain FDAARGOS_1493 chromosome, complete genome",2561893,"([0.0, 0.0, 0.0, 0.0], 0, [180850, 162480, 500690, 35550])",True,"(379106, 379606)",379356,"(2550510, 2551010)",2550760,"(822706, 823206)",822956,"(2061276, 2061776)",2061526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP044483.1,"Acinetobacter schindleri strain HZE30-1 chromosome, complete genome",3097067,"([0.0, 0.0], 0, [143310, 163500])",False,"(3087023, 3087523)",3087273,"(272287, 272787)",272537,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LN794217.1,"Rickettsia monacensis strain IrR/Munich chromosome I, complete sequence",1353450,"([0.0, 0.0], 0, [545080, 167020])",False,"(210669, 211169)",210919,"(607565, 608065)",607815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP019831.1,"Leptotrichia trevisanii strain JMUB3870 chromosome, complete genome",2829322,"([0.0, 0.0], 200, [5130, 250])",False,"(133828, 134328)",134078,"(380106, 380606)",380356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016605.1,"Bisgaardia hudsonensis strain M327/99/2 chromosome, complete genome",2125638,"([0.0], 300, [396790])",False,"(19589, 20089)",19839,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034335.1,"Wolbachia endosymbiont of Drosophila mauritiana strain wMau chromosome, complete genome",1273530,"([0.0, 0.0, 0.0], 0, [322970, 212620, 69020])",True,"(153830, 154330)",154080,"(3834, 4334)",4084,"(405965, 406465)",406215,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP024310.1,"Mycobacterium heckeshornense strain JMUB5695 chromosome, complete genome",4865109,"([0.0], 0, [589170])",False,"(28767, 29267)",29017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP047180.1,"Rathayibacter festucae strain VKM Ac-2802 chromosome, complete genome",4219997,"([0.0, 0.0, 0.0, 0.0], 0, [7870, 373230, 27510, 8220])",False,"(4217133, 4217633)",4217383,"(3842428, 3842928)",3842678,"(2312835, 2313335)",2313085,"(2704022, 2704522)",2704272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014228.1,"Actinomyces radicidentis strain CCUG 36733 chromosome, complete genome",3051613,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [15750, 95280, 156090, 2390, 2060])",False,"(2543977, 2544477)",2544227,"(2270614, 2271114)",2270864,"(878267, 878767)",878517,"(1210747, 1211247)",1210997,"(349754, 350254)",350004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP072793.1,"Thiothrix unzii strain A1 chromosome, complete genome",3584962,"([0.0, 0.0], 0, [377710, 9650])",False,"(249, 749)",499,"(1318074, 1318574)",1318324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013934.1,"Weissella cibaria strain CMS3 chromosome, complete genome",2342907,"([0.0], 0, [186580])",False,"(24650, 25150)",24900,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP072652.1,"Serratia symbiotica strain 24.1 chromosome, complete genome",3050523,"([0.0], 0, [43420])",False,"(2871414, 2871914)",2871664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP075188.1,"Quatrionicoccus australiensis strain D9 chromosome, complete genome",4171110,"([0.0], 0, [25350])",False,"(3313, 3813)",3563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP071883.1,"Curtobacterium flaccumfaciens pv. flaccumfaciens strain BRIP:70614 chromosome, complete genome",3777090,"([0.0, 0.0, 0.0, 0.0], 0, [68080, 59320, 97870, 4370])",True,"(1243600, 1244100)",1243850,"(1649385, 1649885)",1649635,"(488499, 488999)",488749,"(2058531, 2059031)",2058781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP054142.1,"Treponema parvum strain ATCC 700770 chromosome, complete genome",2658287,"([0.0], 0, [45860])",False,"(2655744, 2656244)",2655994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015453.1,"Dietzia psychralcaliphila strain ILA-1 chromosome, complete genome",3878247,"([0.0], 0, [80820])",False,"(7656, 8156)",7906,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035108.1,"Geovibrio thiophilus strain DSM 11263 chromosome, complete genome",2997552,"([0.0], 0, [432170])",False,"(139206, 139706)",139456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021425.1,"Oleiphilus messinensis strain ME102 chromosome, complete genome",6379281,"([0.0], 0, [35270])",False,"(6377268, 6377768)",6377518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP033058.2,"Metamycoplasma phocicerebrale strain 1049 chromosome, complete genome",740800,"([0.0, 0.0, 0.0, 0.0], 0, [224950, 209190, 300940, 237780])",True,"(501965, 502465)",502215,"(214723, 215223)",214973,"(589930, 590430)",590180,"(361405, 361905)",361655,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034841.1,"Mycoplasmopsis phocirhinis strain 852 chromosome, complete genome",865472,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [259820, 110960, 315530, 441280, 386360])",True,"(98251, 98751)",98501,"(514100, 514600)",514350,"(859717, 860217)",859967,"(715329, 715829)",715579,"(218604, 219104)",218854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP029295.1,"Mycoplasma phocidae strain 105 chromosome, complete genome",814478,"([0.0, 0.0, 0.0], 0, [41350, 540680, 184640])",True,"(812467, 812967)",812717,"(386621, 387121)",386871,"(422887, 423387)",423137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP080764.1,"Aneurinibacillus thermoaerophilus strain CCM 8960 chromosome, complete genome",3662904,"([0.0], 0, [1620])",False,"(3662513, 108)",3662763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP022579.1,"Mycolicibacterium boenickei strain JCM 15653 chromosome, complete genome",6563937,"([0.0, 0.0], 0, [168540, 141080])",False,"(1315478, 1315978)",1315728,"(6532748, 6533248)",6532998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009285.1,"Paenibacillus borealis strain DSM 13188 chromosome, complete genome",8156808,"([0.0], 0, [59750])",False,"(2976, 3476)",3226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
