RefSeq,Organism,Sequence_length,N_penalty,O_penalty,D_penalty,False_order,oriC_edges_0,oriC_edges_1,oriC_edges_2,oriC_edges_3,oriC_edges_4,oriC_edges_5,oriC_edges_6,oriC_edges_7,oriC_edges_8,oriC_edges_9,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,xy_oriC_0,xy_oriC_1,xy_oriC_2,xy_oriC_3,xy_oriC_4,xy_oriC_5,xy_oriC_6,xy_oriC_7,xy_oriC_8,xy_oriC_9,xgc_oriC_0,xgc_oriC_1,xgc_oriC_2,xgc_oriC_3,xgc_oriC_4,xgc_oriC_5,xgc_oriC_6,xgc_oriC_7,xgc_oriC_8,xgc_oriC_9,ygc_oriC_0,ygc_oriC_1,ygc_oriC_2,ygc_oriC_3,ygc_oriC_4,ygc_oriC_5,ygc_oriC_6,ygc_oriC_7,ygc_oriC_8,ygc_oriC_9
NZ_CP031708.1,"Pedobacter suwonensis strain Fj_001 chromosome, complete genome",5689882,1.7575056916821824e-06,0,[132980],False,"(3194070, 3194570)",3194320,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3194320,nan,nan,nan,nan,nan,nan,nan,nan,nan,3193704,nan,nan,nan,nan,nan,nan,nan,nan,nan,3200353,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP036264.1,Stieleria maiorica strain Mal15 chromosome,9894293,0.003953794374191264,0,"[189020, 36980, 44010, 444940, 428910]",True,"(3693, 4193)",3943,"(9208921, 9209421)",9209171,"(5947750, 5948250)",5948000,"(7084613, 7085113)",7084863,"(3479237, 3479737)",3479487,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3943,9209171,5948000,7084863,3479487,nan,nan,nan,nan,nan,1774,1005667,9197951,5932671,7084393,nan,nan,nan,nan,nan,3975,9175704,5954116,7086242,nan,nan,nan,nan,nan,nan
NZ_CP042913.1,Bythopirellula goksoeyrii strain Pr1d chromosome,6473141,0.003686309320312967,0,"[989980, 263510, 1475090, 63290, 1728990, 92480]",False,"(6449038, 6449538)",6449288,"(1295403, 1295903)",1295653,"(5890416, 5890916)",5890666,"(3960198, 3960698)",3960448,"(572959, 573459)",573209,"(2055968, 2056468)",2056218,nan,nan,nan,nan,nan,nan,nan,nan,6449288,1295653,5890666,3960448,573209,2056218,nan,nan,nan,nan,6453891,5890660,1296951,1982223,2927652,572064,3957650,nan,nan,nan,6449267,4602655,5887495,1247452,585239,2812757,4044100,2055978,nan,nan
NZ_CP043306.1,Cellvibrio japonicus strain ADPT1-KOJIBIOSE chromosome,4576591,1.3110194902712521e-05,0,"[207850, 987730]",False,"(4554315, 4554815)",4554565,"(4515321, 4515821)",4515571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4554565,4515571,nan,nan,nan,nan,nan,nan,nan,nan,4566119,nan,nan,nan,nan,nan,nan,nan,nan,nan,4516732,4555726,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP043505.1,Agromyces intestinalis strain KACC 19306 chromosome,3800200,7.894321351507816e-05,0,"[1037660, 26770, 819250]",True,"(3745472, 3745972)",3745722,"(719166, 719666)",719416,"(344526, 345026)",344776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3745722,719416,344776,nan,nan,nan,nan,nan,nan,nan,346115,2620155,711780,nan,nan,nan,nan,nan,nan,nan,1930554,752742,1509804,1081597,344776,nan,nan,nan,nan,nan
NZ_CP043926.1,Acidithiobacillus caldus strain MTH-04 chromosome,2876631,0.004505270227568291,0,"[193770, 699790, 623660, 597680]",False,"(936153, 936653)",936403,"(19943, 20443)",20193,"(2261567, 2262067)",2261817,"(2587976, 2588476)",2588226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,936403,20193,2261817,2588226,nan,nan,nan,nan,nan,nan,952321,20186,2553496,nan,nan,nan,nan,nan,nan,nan,942633,2583380,55175,1371725,2025123,nan,nan,nan,nan,nan
NZ_CP045664.1,Lactobacillus iners strain LI335 chromosome,1363099,0.00022008672884361296,0,"[83350, 337100, 23820]",False,"(919940, 920440)",920190,"(1358684, 1359184)",1358934,"(16608, 17108)",16858,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,920190,1358934,16858,nan,nan,nan,nan,nan,nan,nan,921153,91,nan,nan,nan,nan,nan,nan,nan,nan,919962,1359022,16946,nan,nan,nan,nan,nan,nan,nan
NZ_CP045872.1,Loigolactobacillus bifermentans strain LB003 chromosome,3159403,3.165154935916691e-05,0,[128800],False,"(2078693, 2079193)",2078943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2078943,nan,nan,nan,nan,nan,nan,nan,nan,nan,2084070,nan,nan,nan,nan,nan,nan,nan,nan,nan,2077630,1965,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035780.1,Photobacterium damselae strain 2012V-1072 chromosome 1,3182176,3.142503745864465e-05,0,[315940],False,"(769780, 770280)",770030,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,770030,nan,nan,nan,nan,nan,nan,nan,nan,nan,770059,nan,nan,nan,nan,nan,nan,nan,nan,nan,785856,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035782.1,"Photobacterium damselae strain 2012V-1072 chromosome 2, complete sequence",1226485,0.0,0,"[13500, 356360]",False,"(1106897, 1107397)",1107147,"(1226289, 305)",55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1107147,55,nan,nan,nan,nan,nan,nan,nan,nan,1106266,1226236,nan,nan,nan,nan,nan,nan,nan,nan,1124084,427,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046244.1,Moorella glycerini strain DSM 11254 chromosome,3509488,5.6988369813488464e-05,0,"[4480, 116300]",False,"(1288653, 1289153)",1288903,"(3508895, 3509395)",3509145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1288903,3509145,nan,nan,nan,nan,nan,nan,nan,nan,1283925,3509377,nan,nan,nan,nan,nan,nan,nan,nan,1289740,3509153,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP035733.1,Sphingorhabdus lacus strain IMCC1753 chromosome,3458743,2.8912237769617458e-05,1,[1257860],False,"(2755096, 2755596)",2755346,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2692359,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045997.1,Spirosoma endbachense strain I-24 chromosome,10326072,0.0009989277626574753,0,"[106190, 638140, 1882450, 89860, 141820]",True,"(9915868, 9916368)",9916118,"(7513431, 7513931)",7513681,"(5065, 5565)",5315,"(8821639, 8822139)",8821889,"(4723899, 4724399)",4724149,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9916118,7513681,5315,8821889,4724149,nan,nan,nan,nan,nan,7509203,1742,8820859,9913640,4717351,2892275,3791701,6438877,nan,nan,7415081,9945547,7052,8825352,4724442,nan,nan,nan,nan,nan
NZ_CP049019.1,Bacillus tropicus strain AOA-CPS1 chromosome,5246960,1.9058654916370622e-05,0,[96060],False,"(4639449, 4639949)",4639699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4639699,nan,nan,nan,nan,nan,nan,nan,nan,nan,4645263,nan,nan,nan,nan,nan,nan,nan,nan,nan,4640460,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP049199.1,Caulobacter soli strain Ji-3-8 chromosome,5256397,3.804887644521523e-05,0,"[906920, 830830]",True,"(5244177, 5244677)",5244427,"(74668, 75168)",74918,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5244427,74918,nan,nan,nan,nan,nan,nan,nan,nan,5239025,nan,nan,nan,nan,nan,nan,nan,nan,nan,5193679,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP049603.1,Rouxiella badensis strain SER3 chromosome,5082781,0.0009050163680079862,0,"[90440, 53410]",False,"(2421, 2921)",2671,"(4745213, 4745713)",4745463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2671,4745463,nan,nan,nan,nan,nan,nan,nan,nan,672,4745536,nan,nan,nan,nan,nan,nan,nan,nan,3342,4750058,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP032549.1,Glutamicibacter mishrai strain S5-52 chromosome,3570747,5.601068907990401e-05,0,"[211420, 64660]",False,"(1775080, 1775580)",1775330,"(850470, 850970)",850720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1775330,850720,nan,nan,nan,nan,nan,nan,nan,nan,1778598,850465,2707458,nan,nan,nan,nan,nan,nan,nan,1775365,541909,861036,nan,nan,nan,nan,nan,nan,nan
NZ_CP050956.1,Parabacteroides distasonis strain FDAARGOS_615 chromosome,5109992,1.9569502261451683e-05,0,[1302960],False,"(1713538, 1714038)",1713788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1713788,nan,nan,nan,nan,nan,nan,nan,nan,nan,1715453,nan,nan,nan,nan,nan,nan,nan,nan,nan,1780601,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP051121.1,Vibrio navarrensis strain 0053-83 chromosome 1,3031370,3.298838478971554e-05,0,[7070],False,"(1469878, 1470378)",1470128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1470128,nan,nan,nan,nan,nan,nan,nan,nan,nan,1470467,nan,nan,nan,nan,nan,nan,nan,nan,nan,1470114,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP054795.1,Mycolicibacterium smegmatis strain FDAARGOS_679 chromosome,6993871,1.429823341036745e-05,0,[34720],False,"(5952249, 5952749)",5952499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5952499,nan,nan,nan,nan,nan,nan,nan,nan,nan,5952833,nan,nan,nan,nan,nan,nan,nan,nan,nan,5951097,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016615.1,Vespertiliibacter pulmonis strain CCUG 64585 chromosome,1831839,0.00010917990063537243,0,"[74010, 385300]",False,"(863493, 863993)",863743,"(1827778, 1828278)",1828028,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,863743,1828028,nan,nan,nan,nan,nan,nan,nan,nan,863709,1831541,nan,nan,nan,nan,nan,nan,nan,nan,844444,1827840,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041336.1,Neptunomonas phycophila strain Scap09 chromosome,3976465,5.029592867031396e-05,0,"[153520, 388820]",False,"(7685, 8185)",7935,"(3823721, 3824221)",3823971,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7935,3823971,nan,nan,nan,nan,nan,nan,nan,nan,8122,3840787,nan,nan,nan,nan,nan,nan,nan,nan,446,3821346,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP059322.1,Micromonospora sp. 28ISP2-46 chromosome,6644909,3.009823008862875e-05,0,"[356660, 431140]",True,"(1413830, 1414330)",1414080,"(4548875, 4549375)",4549125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1414080,4549125,nan,nan,nan,nan,nan,nan,nan,nan,4566958,1414080,nan,nan,nan,nan,nan,nan,nan,nan,1392523,6644787,4549125,2630435,3216262,nan,nan,nan,nan,nan
NZ_CP058555.1,Sphingobacterium paramultivorum strain BIGb0170 chromosome,6433667,1.5543235296449134e-05,0,[90580],False,"(4957089, 4957589)",4957339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4957339,nan,nan,nan,nan,nan,nan,nan,nan,nan,4957340,19599,nan,nan,nan,nan,nan,nan,nan,nan,4952811,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP059833.1,Corynebacterium hindlerae strain NML 93-0612 chromosome,2680694,0.00011303043167179842,0,"[5200, 49930, 499440]",False,"(1575112, 1575612)",1575362,"(1095641, 1096141)",1095891,"(12, 512)",262,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1575362,1095891,262,nan,nan,nan,nan,nan,nan,nan,1577848,1337102,nan,nan,nan,nan,nan,nan,nan,nan,1575351,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP059404.1,Corynebacterium incognitum strain Marseille-Q3630 chromosome,2348705,4.257665394334325e-05,0,[72420],False,"(1263743, 1264243)",1263993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1263993,nan,nan,nan,nan,nan,nan,nan,nan,nan,1264133,1508911,1744498,nan,nan,nan,nan,nan,nan,nan,1260512,1603,998432,nan,nan,nan,nan,nan,nan,nan
NZ_CP060204.1,Selenomonas timonae strain Marseille-Q3039 chromosome,2351879,4.2519194227254035e-05,0,[682620],False,"(567195, 567695)",567445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,567445,nan,nan,nan,nan,nan,nan,nan,nan,nan,567443,nan,nan,nan,nan,nan,nan,nan,nan,nan,533312,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP045081.1,"Mycobacterium kubicae strain NJH_MKUB1 chromosome, complete genome",5345311,0.0,0,"[116180, 27540, 1503260]",True,"(569342, 569842)",569592,"(5343680, 5344180)",5343930,"(3471761, 3472261)",3472011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,569592,5343930,3472011,nan,nan,nan,nan,nan,nan,nan,568843,5343930,2977337,nan,nan,nan,nan,nan,nan,nan,5345307,563034,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP059894.1,Mycolicibacterium fluoranthenivorans strain 2A chromosome,6837082,1.4626122664610428e-05,0,[264720],False,"(509859, 510359)",510109,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,510109,nan,nan,nan,nan,nan,nan,nan,nan,nan,510933,nan,nan,nan,nan,nan,nan,nan,nan,nan,497697,6817050,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP062966.1,Limosilactobacillus mucosae strain LM011 chromosome,2051457,4.874584258895019e-05,0,[47550],False,"(685665, 686165)",685915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,685915,nan,nan,nan,nan,nan,nan,nan,nan,nan,683926,nan,nan,nan,nan,nan,nan,nan,nan,nan,686303,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP064654.1,Qipengyuania soli strain 6D36 chromosome,2910144,0.00010308768225902222,0,"[5430, 432700, 130400]",False,"(27, 527)",277,"(780938, 781438)",781188,"(2568661, 2569161)",2568911,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,277,781188,2568911,nan,nan,nan,nan,nan,nan,nan,2259142,294,786917,2562379,nan,nan,nan,nan,nan,nan,22,765282,2568899,2202460,nan,nan,nan,nan,nan,nan
NZ_CP067086.1,Comamonas testosteroni strain G1 chromosome,5497097,1.8191419944017724e-05,0,[390000],False,"(1422965, 1423465)",1423215,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1423215,nan,nan,nan,nan,nan,nan,nan,nan,nan,1423012,nan,nan,nan,nan,nan,nan,nan,nan,nan,1403512,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP065313.1,Turicimonas muris strain YL45 chromosome,2887949,0.00016620792126176742,0,"[327510, 169090]",False,"(2003869, 2004369)",2004119,"(1446152, 1446652)",1446402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2004119,1446402,nan,nan,nan,nan,nan,nan,nan,nan,2004744,1448695,nan,nan,nan,nan,nan,nan,nan,nan,1988368,1440241,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP068047.1,Devosia oryziradicis strain G19 chromosome,3495520,8.582414061427199e-05,0,"[46290, 756260, 488450]",False,"(4751, 5251)",5001,"(3198456, 3198956)",3198706,"(2521611, 2522111)",2521861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5001,3198706,2521861,nan,nan,nan,nan,nan,nan,nan,2637,2546278,3186394,nan,nan,nan,nan,nan,nan,nan,4952,3224207,2521855,nan,nan,nan,nan,nan,nan,nan
NZ_CP068046.1,Devosia rhizoryzae strain LEGU1 chromosome,3524978,5.6737942761628586e-05,0,"[547650, 601880]",False,"(27353, 27853)",27603,"(2916616, 2917116)",2916866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27603,2916866,nan,nan,nan,nan,nan,nan,nan,nan,27502,2909168,nan,nan,nan,nan,nan,nan,nan,nan,119,1864119,2939262,nan,nan,nan,nan,nan,nan,nan
NZ_CP066539.1,Halomonas venusta strain 4743 chromosome,4276113,0.003460853349759466,0,[110050],False,"(4261584, 4262084)",4261834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4261834,nan,nan,nan,nan,nan,nan,nan,nan,nan,4260200,nan,nan,nan,nan,nan,nan,nan,nan,nan,4254698,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP069763.1,Citrobacter cronae strain Colony478 chromosome,5079087,0.1873730455887052,0,"[99630, 166840]",True,"(1386585, 1387085)",1386835,"(5058468, 5058968)",5058718,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1386835,5058718,nan,nan,nan,nan,nan,nan,nan,nan,1387360,5059115,nan,nan,nan,nan,nan,nan,nan,nan,1382378,5067457,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP070349.1,Mycolicibacterium septicum strain PDNC012 chromosome,6515693,3.0695123296938635e-05,0,"[130690, 164380]",False,"(1124223, 1124723)",1124473,"(6507122, 6507622)",6507372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1124473,6507372,nan,nan,nan,nan,nan,nan,nan,nan,1117627,6515501,nan,nan,nan,nan,nan,nan,nan,nan,1124161,6507282,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP070357.1,Tsukamurella tyrosinosolvens strain PDNC001 chromosome,4619857,0.00010822845815357489,0,"[924090, 42850, 1079340, 1193600, 140250]",False,"(956500, 957000)",956750,"(4601563, 4602063)",4601813,"(4115129, 4115629)",4115379,"(2682228, 2682728)",2682478,"(3634107, 3634607)",3634357,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,956750,4601813,4115379,2682478,3634357,nan,nan,nan,nan,nan,956631,4603157,2678103,4115392,nan,nan,nan,nan,nan,nan,954488,4596144,4069187,2737783,2148169,nan,nan,nan,nan,nan
NZ_CP070380.1,Mycolicibacterium austroafricanum strain MYC221 chromosome,6287627,0.0030513896578152617,0,"[674780, 10030]",False,"(245, 745)",495,"(3501626, 3502126)",3501876,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,495,3501876,nan,nan,nan,nan,nan,nan,nan,nan,4516,3472106,nan,nan,nan,nan,nan,nan,nan,nan,4015,3505845,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP071591.1,Bifidobacterium imperatoris strain JCM 32708 chromosome,2696962,3.7078757505667486e-05,0,[7030],False,"(2696549, 86)",2696799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2696799,nan,nan,nan,nan,nan,nan,nan,nan,nan,2696794,nan,nan,nan,nan,nan,nan,nan,nan,nan,2696442,876968,2074014,1275415,nan,nan,nan,nan,nan,nan
NZ_CP071732.1,Bifidobacterium saguini strain DSMZ 23967 chromosome,2739637,3.650118610604252e-05,3,[1180],False,"(268247, 268747)",268497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,268497,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP065024.1,Rahnella inusitata isolate Se8.10.12 chromosome,4704928,2.1254310374143877e-05,1,[1697550],False,"(321179, 321679)",321429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,404819,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP075500.1,Staphylococcus pseudoxylosus strain Colony297 chromosome,2910105,0.11296087254583598,0,[359360],False,"(2549496, 2549996)",2549746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2549746,nan,nan,nan,nan,nan,nan,nan,nan,nan,2567766,nan,nan,nan,nan,nan,nan,nan,nan,nan,2549798,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP037977.1,Rathayibacter toxicus strain WAC7056 chromosome,2333944,4.284592946531708e-05,0,[56630],False,"(269, 769)",519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,519,nan,nan,nan,nan,nan,nan,nan,nan,nan,519,nan,nan,nan,nan,nan,nan,nan,nan,nan,3350,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_JADQDK010000001.1,"Pseudonocardia abyssalis strain KRD168 chromosome, whole genome shotgun sequence",6273229,0.0,0,"[1131500, 1715810]",False,"(5017870, 5018370)",5018120,"(5692599, 5693099)",5692849,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5018120,5692849,nan,nan,nan,nan,nan,nan,nan,nan,4928688,nan,nan,nan,nan,nan,nan,nan,nan,nan,5014478,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP079896.1,Lelliottia amnigena strain FDAARGOS_1445 chromosome,4504790,2.219859305317229e-05,0,[77020],False,"(354208, 354708)",354458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,354458,nan,nan,nan,nan,nan,nan,nan,nan,nan,354746,nan,nan,nan,nan,nan,nan,nan,nan,nan,350895,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP079898.1,Acinetobacter septicus strain FDAARGOS_1401 chromosome,3490393,2.8650068917740782e-05,0,[136760],False,"(2275878, 2276378)",2276128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2276128,nan,nan,nan,nan,nan,nan,nan,nan,nan,2282464,nan,nan,nan,nan,nan,nan,nan,nan,nan,2289302,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP049304.1,Liquorilactobacillus nagelii DSM 13675 chromosome,2487196,4.020591863287011e-05,0,[56730],False,"(2006239, 2006739)",2006489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2006489,nan,nan,nan,nan,nan,nan,nan,nan,nan,2008143,nan,nan,nan,nan,nan,nan,nan,nan,nan,2005306,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP080644.1,Bacillus inaquosorum strain CCSR02 chromosome,4136264,2.4176406534979393e-05,0,[95150],False,"(4658, 5158)",4908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4908,nan,nan,nan,nan,nan,nan,nan,nan,nan,76,nan,nan,nan,nan,nan,nan,nan,nan,nan,4833,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP081105.1,Enterobacter cancerogenus strain JY65 chromosome,4736684,0.007410669573904445,0,"[262410, 98880]",False,"(4714350, 4714850)",4714600,"(290832, 291332)",291082,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4714600,291082,nan,nan,nan,nan,nan,nan,nan,nan,4732060,291604,nan,nan,nan,nan,nan,nan,nan,nan,4718939,286660,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP082965.1,Achromobacter mucicolens strain IA chromosome,5887278,0.0003736871267162855,0,[344700],False,"(4442883, 4443383)",4443133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4443133,nan,nan,nan,nan,nan,nan,nan,nan,nan,4474560,2938497,nan,nan,nan,nan,nan,nan,nan,nan,4457325,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP084358.1,Aeromonas enteropelogenes strain FDAARGOS_1537 chromosome,4354161,2.2966537066498e-05,0,[174440],False,"(854008, 854508)",854258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,854258,nan,nan,nan,nan,nan,nan,nan,nan,nan,848554,nan,nan,nan,nan,nan,nan,nan,nan,nan,857276,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP064940.1,Bacteroides intestinalis strain APC919/174 substr. 8W chromosome,5785766,0.000522661994971798,0,"[298330, 16090]",True,"(1370463, 1370963)",1370713,"(5784580, 5785080)",5784830,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1370713,5784830,nan,nan,nan,nan,nan,nan,nan,nan,5784682,1355895,nan,nan,nan,nan,nan,nan,nan,nan,1370812,5783878,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP084662.1,UNVERIFIED_ORG: Clostridium sporogenes strain FDAARGOS_1532 chromosome,4200680,2.3805669558261997e-05,2,[4150],False,"(73221, 73721)",73471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,73471,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP084768.1,"Klebsiella quasivariicola strain 08A119 chromosome, complete genome",5489214,0.0,0,[709910],False,"(5482351, 5482851)",5482601,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5482601,nan,nan,nan,nan,nan,nan,nan,nan,nan,5468545,nan,nan,nan,nan,nan,nan,nan,nan,nan,14827,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP053370.1,Lysinibacillus sphaericus strain NEU 1003 chromosome,4615895,0.001972531870850615,0,[25840],False,"(1019, 1519)",1269,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1269,nan,nan,nan,nan,nan,nan,nan,nan,nan,4615725,nan,nan,nan,nan,nan,nan,nan,nan,nan,1124,nan,nan,nan,nan,nan,nan,nan,nan,nan
