RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,GC_Concentration,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Occurance_oriC_0,Occurance_oriC_1,Occurance_oriC_2,Occurance_oriC_3,Occurance_oriC_4,Occurance_oriC_5,Occurance_oriC_6,Occurance_oriC_7,Occurance_oriC_8,Occurance_oriC_9
NZ_AP012273,"Thiolapillus brandeum DNA, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiolapillus","(1634.0, 1859.0)",,,,3129662,True,0.5627233867427217,3119418,268688.0,,,,,,,,,0.8,0.2,,,,,,,,
NC_014388,Butyrivibrio proteoclasticus B316 chromosome 2,"Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Butyrivibrio","(298904.0, 301288.0)",,,,302358,False,0.4004392144411591,359,,,,,,,,,,1.0,,,,,,,,,
NC_013526,Thermobaculum terrenum ATCC BAA-798 chromosome 2,"Bacteria, Thermobaculum","(23359.0, 24946.0)",,,,1074634,True,0.6375770727522114,670039,1059109.0,286086.0,908734.0,556290.0,,,,,,0.36,0.32,0.12,0.12,0.08,,,,,
NC_017168,Yersinia pestis A1122 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Yersinia","(1105762.0, 1106141.0)",,,,4553770,False,0.4758250855884245,1104451,4032862.0,2889957.0,6351.0,,,,,,,0.25,0.25,0.25,0.25,,,,,,
NC_003155,Streptomyces avermitilis MA-4680,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptomycineae, Streptomycetaceae, Streptomyces","(5287934.0, 5289023.0)",,,,9025608,True,0.7071655449693804,64152,1293660.0,5295325.0,6123893.0,3079065.0,,,,,,0.2972972972972973,0.2432432432432432,0.2432432432432432,0.1351351351351351,0.081081081081081,,,,,
NC_003361,Chlamydophila caviae GPIC,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydophila","(1173153.0, 56.0)",,,,1173390,False,0.3922293525596775,1171802,,,,,,,,,,1.0,,,,,,,,,
NC_011653,Thermosipho africanus TCF52B,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermosipho","(1852837.0, 1854452.0)",,,,2016657,True,0.3081079231619457,1017039,570586.0,1492133.0,,,,,,,,0.4705882352941176,0.4117647058823529,0.1176470588235294,,,,,,,
NC_017964,Advenella kashmirensis WT001 chromosome,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae","(4325640.0, 4325961.0)",,,,4365995,False,0.5488320531745914,4353906,,,,,,,,,,1.0,,,,,,,,,
NC_014371,Prevotella melaninogenica ATCC 25845 chromosome chromosome 1I,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella","(1606.0, 2409.0)",,,,1371874,True,0.4106608915979164,1238202,840122.0,135292.0,,,,,,,,0.5,0.3571428571428571,0.1428571428571428,,,,,,,
NC_017584,Rhodospirillum rubrum F11 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Rhodospirillum","(4154190.0, 4154680.0)",,,,4352825,False,0.6544726700476128,4284229,,,,,,,,,,1.0,,,,,,,,,
NC_013118,Brucella microti CCM 4915 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(1220106.0, 154.0)",,,,1220319,False,0.5730444252691305,1211184,,,,,,,,,,1.0,,,,,,,,,
NC_014817,Asticcacaulis excentricus CB 48 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Asticcacaulis","(1113048.0, 1113940.0)",,,,1315949,False,0.6036928482790747,1112141,2962.0,126816.0,,,,,,,,0.6428571428571429,0.2142857142857142,0.1428571428571428,,,,,,,
NZ_CP016539,"Planococcus plakortidis strain DSM 23997, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3261329.0, 3261818.0)","(1345.0, 1514.0)",,,3261818,False,0.4997639353268637,3251969,,,,,,,,,,1.0,,,,,,,,,
NZ_CP019401,"Planococcus faecalis strain AJ003 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus","(3495402.0, 3495892.0)","(1345.0, 1516.0)",,,3495892,False,0.409104743510383,1529,,,,,,,,,,1.0,,,,,,,,,
NZ_CP005974,"Photobacterium gaetbulicola Gung47 chromosome 2, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Photobacterium","(332856.0, 333162.0)",,,,3856884,False,0.5072452269759733,335152,,,,,,,,,,1.0,,,,,,,,,
NC_012483,Acidobacterium capsulatum ATCC 51196,"Bacteria, Acidobacteria, Acidobacteriales, Acidobacteriaceae, Acidobacterium","(2479850.0, 2480463.0)",,,,4127356,False,0.604970106770533,3080798,568956.0,1051492.0,4047344.0,166807.0,1925405.0,,,,,0.2,0.2,0.2,0.2,0.1333333333333333,0.0666666666666666,,,,
NZ_CP014262,"Pseudomonas corrugata strain RM1-1-4, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(3552242.0, 3552805.0)",,,,6124363,False,0.6065732877035538,3541894,,,,,,,,,,1.0,,,,,,,,,
NC_011744,Vibrio splendidus LGP32 chromosome 2,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(1674667.0, 408.0)",,,,1675515,False,0.4364240248520604,1664978,,,,,,,,,,1.0,,,,,,,,,
NZ_CP013737,"Herbaspirillum rubrisubalbicans M1, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Herbaspirillum","(5610862.0, 5611261.0)",,,,5611261,False,0.6152736434822761,5563247,3178292.0,1936229.0,,,,,,,,0.4444444444444444,0.3333333333333333,0.2222222222222222,,,,,,,
NC_013223,Desulfohalobium retbaense DSM 5692,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfohalobiaceae, Desulfohalobium","(2830228.0, 2830405.0)",,,,2864304,False,0.5754005161463308,2844603,,,,,,,,,,1.0,,,,,,,,,
NZ_CP014912,"Lactobacillus paracollinoides strain TMW 1.1979 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(1093530.0, 1094008.0)","(1091879.0, 1092200.0)",,,3235324,False,0.4716365347025522,902502,,,,,,,,,,1.0,,,,,,,,,
NZ_CP023202,"Streptomyces xinghaiensis S187 chromosome, complete genome.","Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces","(3546546.0, 3547585.0)",,,,7137891,True,0.7313751358769698,6814192,5267090.0,278066.0,926009.0,4337367.0,3612276.0,2733355.0,1630028.0,,,0.173076923076923,0.173076923076923,0.173076923076923,0.1346153846153846,0.0961538461538461,0.0961538461538461,0.0961538461538461,0.0576923076923076,,
NC_013216,Desulfotomaculum acetoxidans DSM 771,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum","(4545344.0, 30.0)",,,,4545624,False,0.4155484483538453,1514,,,,,,,,,,1.0,,,,,,,,,
NC_019968,Prevotella dentalis DSM 3688 chromosome 2,"Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella","(1317816.0, 1318506.0)",,,,1450390,True,0.5569143471755873,944220,408475.0,716558.0,1074516.0,1380.0,,,,,,0.3214285714285714,0.25,0.1785714285714285,0.1785714285714285,0.0714285714285714,,,,,
NC_016025,Candidatus Chloracidobacterium thermophilum B chromosome chromosome 2,"Bacteria, Acidobacteria, Candidatus Chloracidobacterium","(802.0, 1105.0)",,,,1012010,False,0.6124316953389789,1004491,914745.0,98986.0,,,,,,,,0.6363636363636364,0.1818181818181818,0.1818181818181818,,,,,,,
NC_013061,Pedobacter heparinus DSM 2366,"Bacteria, Bacteroidetes, Sphingobacteria, Sphingobacteriales, Sphingobacteriaceae, Pedobacter","(15988.0, 16500.0)",,,,5167383,False,0.4204888625441543,2216,,,,,,,,,,1.0,,,,,,,,,
NC_015759,Weissella koreensis KACC 15510 chromosome,"Bacteria, Firmicutes, Lactobacillales, Weissella","(782995.0, 783195.0)","(780967.0, 781599.0)",,,1422478,False,0.3548314982727325,783994,,,,,,,,,,1.0,,,,,,,,,
NZ_CP011254,"Serratia fonticola strain DSM 4576, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia","(1753775.0, 1754155.0)",,,,6000511,True,0.5361280064314523,6000457,1750217.0,,,,,,,,,0.5,0.5,,,,,,,,
NC_016147,Pseudoxanthomonas spadix BD-a59 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas","(1336.0, 1630.0)",,,,3452554,False,0.6765272896528194,70640,,,,,,,,,,1.0,,,,,,,,,
NC_019780,Dactylococcopsis salina PCC 8305,"Bacteria, Cyanobacteria, Chroococcales, Dactylococcopsis","(3540201.0, 3540601.0)",,,,3781008,True,0.4243836564217796,3651399,158611.0,1434638.0,2215575.0,2792270.0,1162499.0,833476.0,,,,0.238095238095238,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0952380952380952,0.0952380952380952,,,
NZ_CP021455,"Comamonas serinivorans strain DSM 26136, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Comamonas","(4348911.0, 4349715.0)",,,,4522913,False,0.6792715225784799,67342,,,,,,,,,,1.0,,,,,,,,,
NC_017243,Brachyspira intermedia PWS/A chromosome,"Bacteria, Spirochaetes, Spirochaetales, Brachyspiraceae, Brachyspira","(10644.0, 11678.0)",,,,3304788,True,0.2721865971432963,3298782,410701.0,,,,,,,,,0.7272727272727273,0.2727272727272727,,,,,,,,
NC_005027,Rhodopirellula baltica SH 1,"Bacteria, Planctomycetes, Planctomycetacia, Planctomycetales, Planctomycetaceae, Rhodopirellula","(5451625.0, 5451912.0)",,,,7145576,True,0.554032872927249,422619,5475746.0,,,,,,,,,0.5,0.5,,,,,,,,
NC_002620,Chlamydia muridarum Nigg,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia","(1072919.0, 265.0)",,,,1072950,False,0.4033654876741693,229,,,,,,,,,,1.0,,,,,,,,,
NC_017025,Flavobacterium indicum GPTSA100-9,"Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium","(2990883.0, 2991461.0)",,,,2993089,False,0.3138359734708857,2992361,,,,,,,,,,1.0,,,,,,,,,
NC_013132,Chitinophaga pinensis DSM 2588,"Bacteria, Bacteroidetes, Sphingobacteria, Sphingobacteriales, Chitinophagaceae, Chitinophaga","(898988.0, 899757.0)",,,,9127347,False,0.4522711802235633,896651,1841.0,,,,,,,,,0.6428571428571429,0.3571428571428571,,,,,,,,
NC_020300,Bartonella australis Aust/NH1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella","(1595830.0, 1596490.0)",,,,1596490,False,0.4183978603060463,1592383,,,,,,,,,,1.0,,,,,,,,,
NC_002939,Geobacter sulfurreducens PCA,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(3813333.0, 29.0)","(1368.0, 1593.0)",,,3814128,True,0.6093749344542186,3144156,8362.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_CP015318,Mesorhizobium amorphae CCNWGS0123,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Phyllobacteriaceae, Mesorhizobium","(1642251.0, 1643093.0)",,,,6268270,False,0.6343597196674681,6268244,885065.0,3356604.0,,,,,,,,0.6,0.2,0.2,,,,,,,
NC_017992,Thermoanaerobacterium saccharolyticum JW/SL-YS485 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Thermoanaerobacterium","(574565.0, 575201.0)",,,,2726530,False,0.3528550942039882,595438,,,,,,,,,,1.0,,,,,,,,,
NC_018219,Candidatus Mycoplasma haemolamae str. Purdue chromosome,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1306.0, 1430.0)",,,,756845,True,0.3927065647523601,650324,192.0,136461.0,,,,,,,,0.375,0.375,0.25,,,,,,,
NC_002977,Methylococcus capsulatus str. Bath,"Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylococcus","(3302726.0, 43.0)",,,,3304561,False,0.6358457295840506,3302535,,,,,,,,,,1.0,,,,,,,,,
NC_016041,Glaciecola nitratireducens FR1064 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Glaciecola","(4125707.0, 4126927.0)",,,,4134229,False,0.4229862448354941,4128952,,,,,,,,,,1.0,,,,,,,,,
NC_017554,Pantoea ananatis PA13 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Pantoea","(77740.0, 78171.0)",,,,4586378,False,0.5365652373179882,80439,3376393.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_CP023741,"Sphingobium yanoikuyae strain S72 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingobium","(4591357.0, 4591647.0)",,,,5532633,True,0.6423086440036778,4168671,4881809.0,3639570.0,2636575.0,,,,,,,0.36,0.32,0.2,0.12,,,,,,
NZ_LT853882,"Xanthomonas fragariae isolate PD8851 genome assembly, chromosome: 1.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(1330.0, 1605.0)",,,,4272102,True,0.6226141136143285,4074196,89884.0,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,
NC_016946,Mycobacterium intracellulare ATCC 13950 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC)","(5401565.0, 32.0)",,,,5402402,False,0.6810081885798206,34791,2375239.0,573060.0,2924950.0,,,,,,,0.5,0.2142857142857142,0.1428571428571428,0.1428571428571428,,,,,,
NC_017049,Rickettsia prowazekii str. Chernikova chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, typhus group","(1109421.0, 1109804.0)",,,,1109804,False,0.2900602268508673,4707,228226.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_CP016076,"Actinoalloteichus sp. ADI127-7 chromosome, complete genome.","Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinoalloteichus","(1975.0, 2931.0)",,,,7120854,False,0.700874220985292,7120454,,,,,,,,,,1.0,,,,,,,,,
NC_016929,Rickettsia canadensis str. CA410 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, typhus group","(1149843.0, 1150228.0)",,,,1150228,False,0.31013764227614,1687,223725.0,742906.0,634896.0,,,,,,,0.4090909090909091,0.2272727272727272,0.1818181818181818,0.1818181818181818,,,,,,
NC_005126,Photorhabdus luminescens subsp. laumondii TTO1,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Photorhabdus","(44490.0, 44869.0)",,,,5688987,False,0.4282535713300101,5662605,,,,,,,,,,1.0,,,,,,,,,
NZ_CP012505,"Francisella persica ATCC VR-331, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(1375563.0, 1376035.0)",,,,1516676,False,0.3138963100886412,1344689,,,,,,,,,,1.0,,,,,,,,,
NC_000908,Mycoplasma genitalium G37,"Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(578582.0, 579223.0)",,,,580076,True,0.3168912349416283,578623,295052.0,479528.0,,,,,,,,0.5833333333333334,0.25,0.1666666666666666,,,,,,,
NC_017058,Rickettsia australis str. Cutlack chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, spotted fever group","(170040.0, 170432.0)",,,,1296670,False,0.3225462145341529,26370,185873.0,958522.0,406763.0,,,,,,,0.3809523809523809,0.2857142857142857,0.1904761904761904,0.1428571428571428,,,,,,
NZ_CP009246,"Corynebacterium flavescens strain OJ8, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2758007.0, 53.0)","(1683.0, 2309.0)",,,2758653,True,0.5991645197855621,1786,2503948.0,,,,,,,,,0.6428571428571429,0.3571428571428571,,,,,,,,
NC_017042,Rickettsia rhipicephali str. 3-7-female6-CWPP chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, spotted fever group","(110342.0, 110728.0)",,,,1290368,True,0.3240563932149588,120892,1043683.0,1166587.0,11060.0,,,,,,,0.4545454545454545,0.1818181818181818,0.1818181818181818,0.1818181818181818,,,,,,
NC_023151,Thermotoga maritima MSB8,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga","(788099.0, 788661.0)",,,,1869644,True,0.4624896504361258,803142,1305147.0,1546594.0,1116957.0,1852665.0,,,,,,0.35,0.25,0.15,0.15,0.1,,,,,
NZ_CP009291,"Novosphingobium pentaromativorans US6-1, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium","(2415926.0, 2416265.0)",,,,3979506,True,0.6349878603022586,32740,2422620.0,1671640.0,,,,,,,,0.391304347826087,0.391304347826087,0.217391304347826,,,,,,,
NC_002967,Treponema denticola ATCC 35405,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(265084.0, 265353.0)",,,,2843201,True,0.3787375567186421,5836,443001.0,1215955.0,,,,,,,,0.5,0.3636363636363636,0.1363636363636363,,,,,,,
NZ_CP010820,"Lysinibacillus fusiformis strain RB-21, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Lysinibacillus","(24911.0, 25515.0)","(23391.0, 23560.0)",,,4843789,False,0.3762160160155613,8069,,,,,,,,,,1.0,,,,,,,,,
NZ_CP014606,"Endosymbiont 'TC1' of Trimyema compressum, complete genome.","Bacteria, Firmicutes","(1586339.0, 198.0)",,,,1586453,False,0.3282234015126827,1583160,,,,,,,,,,1.0,,,,,,,,,
NZ_CP022121,"Dehalobacterium formicoaceticum strain DMC chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Dehalobacterium","(704366.0, 704720.0)","(702750.0, 702994.0)",,,3766545,False,0.4316674830647184,702639,3432653.0,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,
NZ_CP014022,"Staphylococcus lugdunensis strain FDAARGOS_141, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(1430083.0, 1430368.0)","(1428065.0, 1428714.0)",,,2571829,True,0.3380088645084879,913,1438084.0,,,,,,,,,0.5625,0.4375,,,,,,,,
NZ_CP017454,"Dickeya solani strain PPO 9019 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya","(2819282.0, 2819659.0)",,,,4918850,True,0.5625318926171767,126,2821065.0,,,,,,,,,0.5,0.5,,,,,,,,
NZ_CP012294,"Pediococcus damnosus strain TMW 2.1536 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Pediococcus","(955891.0, 956447.0)",,,,2125430,False,0.381892605261053,957769,2125417.0,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,
NC_014010,Alpha proteobacterium IMCC1322 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, SAR116 cluster, Candidatus Puniceispirillum","(1808666.0, 1808890.0)",,,,2753527,False,0.4885370653710677,1808626,4140.0,,,,,,,,,0.75,0.25,,,,,,,,
NZ_CP014137,"Brenneria goodwinii strain FRB141, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Brenneria","(4202705.0, 4203094.0)",,,,5360730,True,0.5307734207841096,5334848,4199896.0,,,,,,,,,0.5263157894736842,0.4736842105263157,,,,,,,,
NC_018870,Thermacetogenium phaeum DSM 12270 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Thermacetogenium","(2938945.0, 100.0)","(1433.0, 1684.0)",,,2939057,False,0.538840859500173,2932247,,,,,,,,,,1.0,,,,,,,,,
NZ_CP014872,"Lactobacillus lindneri strain TMW 1.1993 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(315105.0, 315593.0)","(313558.0, 313760.0)",,,1389742,False,0.3424901888264152,313959,555599.0,,,,,,,,,0.8181818181818182,0.1818181818181818,,,,,,,,
NZ_CP013401,Burkholderia metallica strain FL-6-5-30-S1-D7 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(33669.0, 34651.0)",,,,3556612,False,0.6697345676165969,80902,,,,,,,,,,1.0,,,,,,,,,
NC_017956,Tistrella mobilis KA081020-065 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Tistrella","(3738945.0, 3739696.0)",,,,3919492,False,0.6814500450568594,3876128,2407813.0,,,,,,,,,0.8235294117647058,0.1764705882352941,,,,,,,,
NC_020272,Bacillus amyloliquefaciens IT-45,"Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(3928452.0, 2.0)","(3926927.0, 3927110.0)",,,3928857,False,0.4662020022617265,3924754,,,,,,,,,,1.0,,,,,,,,,
NC_016638,Mycoplasma haemocanis str. Illinois chromosome,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1264.0, 1587.0)",,,,919992,False,0.3533356811798363,918170,186781.0,759368.0,,,,,,,,0.6,0.2,0.2,,,,,,,
NZ_LT906445,"Veillonella parvula strain NCTC11810 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Negativicutes, Veillonellales, Veillonellaceae, Veillonella","(2131154.0, 2132142.0)","(1426.0, 1831.0)",,,2132142,False,0.3862932206203902,2541,,,,,,,,,,1.0,,,,,,,,,
NZ_CP013398,Burkholderia seminalis strain FL-5-4-10-S1-D7 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(40438.0, 41397.0)",,,,3505262,False,0.6711318583318451,86710,,,,,,,,,,1.0,,,,,,,,,
NZ_CP021983,Halomicronema hongdechloris C2206 genome.,"Bacteria, Cyanobacteria, Synechococcales, Leptolyngbyaceae, Halomicronema","(5122227.0, 5122790.0)",,,,5577845,False,0.5462364049198212,333713,898564.0,5048546.0,2188687.0,3132957.0,1428155.0,5573364.0,3666742.0,,,0.2,0.2,0.1555555555555555,0.1333333333333333,0.1111111111111111,0.0888888888888888,0.0666666666666666,0.0444444444444444,,
NZ_CP015639,"Pseudomonas fluorescens strain L228 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(6054483.0, 6055067.0)",,,,6175426,True,0.6084417496056143,6147281,2693506.0,1952474.0,4755309.0,741583.0,,,,,,0.282051282051282,0.2307692307692307,0.2307692307692307,0.1794871794871795,0.0769230769230769,,,,,
NC_016112,Methylomicrobium alcaliphilum chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Methylococcales, Methylococcaceae, Methylomicrobium","(1473.0, 1657.0)",,,,4668296,False,0.4874592356611492,4667559,4192259.0,,,,,,,,,0.8461538461538461,0.1538461538461538,,,,,,,,
NZ_CP009125,"Pectobacterium atrosepticum strain 21A, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Pectobacterium","(4991447.0, 31.0)",,,,4991806,False,0.5113205521208156,2921,,,,,,,,,,1.0,,,,,,,,,
NZ_CP009787,"Yersinia rohdei strain YRA, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Yersinia","(2888938.0, 2889317.0)",,,,4372253,False,0.4703055838717476,2891819,5376.0,,,,,,,,,0.75,0.25,,,,,,,,
NC_015559,Marinomonas posidonica IVIA-Po-181 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Marinomonas","(3899599.0, 170.0)",,,,3899940,False,0.4428514284835151,3894992,,,,,,,,,,1.0,,,,,,,,,
NC_007503,Carboxydothermus hydrogenoformans Z-2901,"Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Carboxydothermus","(2401302.0, 224.0)","(2399734.0, 2399936.0)",,,2401520,False,0.4204970185549152,2399968,,,,,,,,,,1.0,,,,,,,,,
NC_009446,Dichelobacter nodosus VCS1703A,"Bacteria, Proteobacteria, Gammaproteobacteria, Cardiobacteriales, Cardiobacteriaceae, Dichelobacter","(1459.0, 1667.0)",,,,1389350,False,0.4439572461942635,1388011,317240.0,433797.0,,,,,,,,0.6428571428571429,0.2142857142857142,0.1428571428571428,,,,,,,
NZ_CP009679,"Bacillus velezensis strain JS25R chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus amyloliquefaciens group","(4005793.0, 411.0)","(1753.0, 1936.0)",,,4006002,False,0.4640369625377121,3232,,,,,,,,,,1.0,,,,,,,,,
NZ_CP018906,"Lactobacillus curieae strain CCTCC M 2011381, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(856183.0, 856685.0)","(854650.0, 854838.0)",,,2095860,False,0.3978147395341292,854825,2094108.0,,,,,,,,,0.5,0.5,,,,,,,,
NC_016906,Gordonia polyisoprenivorans VH2 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Gordoniaceae, Gordonia","(5669301.0, 100.0)",,,,5669805,False,0.6701881281631379,12496,1279735.0,,,,,,,,,0.8571428571428571,0.1428571428571428,,,,,,,,
NZ_CP011855,"Spiroplasma atrichopogonis strain GNAT3597, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(1159589.0, 1160484.0)",,,,1160484,False,0.2925382857497389,25,,,,,,,,,,1.0,,,,,,,,,
NC_021283,Mycoplasma hyopneumoniae 168-L,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1393.0, 1584.0)",,,,921093,True,0.2846498670601123,318825,507643.0,111118.0,144.0,611291.0,,,,,,0.2727272727272727,0.2272727272727272,0.2272727272727272,0.1363636363636363,0.1363636363636363,,,,,
NZ_CP011368,"Mycoplasma canis strain LV, complete genome.","Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(968760.0, 224.0)",,,,968791,True,0.2701335995070144,961294,850128.0,598343.0,394251.0,,,,,,,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.1666666666666666,,,,,,
