RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,N_penalty,O_penalty,D_penalty,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,xy_oriC_0,xy_oriC_1,xy_oriC_2,xy_oriC_3,xy_oriC_4,xy_oriC_5,xy_oriC_6,xy_oriC_7,xy_oriC_8,xgc_oriC_0,xgc_oriC_1,xgc_oriC_2,xgc_oriC_3,xgc_oriC_4,xgc_oriC_5,xgc_oriC_6,xgc_oriC_7,ygc_oriC_0,ygc_oriC_1,ygc_oriC_2,ygc_oriC_3,ygc_oriC_4,ygc_oriC_5,ygc_oriC_6,ygc_oriC_7,ygc_oriC_8
NC_023065,Magnetospirillum gryphiswaldense MSR-1 v2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Magnetospirillum","(3388932.0, 3389333.0)",,,,4365796,0.0,0,[346240],False,"(19041, 19541)",19291,,,,,,,,,,,,,,,,,19291.0,,,,,,,,,2344.0,,,,,,,,19656.0,,,,,,,,
NC_020300,Bartonella australis Aust/NH1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, Bartonella","(1595830.0, 1596490.0)",,,,1596490,0.0,0,[478860],False,"(1584033, 1584533)",1584283,,,,,,,,,,,,,,,,,1584283.0,,,,,,,,,1578430.0,,,,,,,,5884.0,,,,,,,,
NC_017992,Thermoanaerobacterium saccharolyticum JW/SL-YS485 chromosome,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Thermoanaerobacterium","(574565.0, 575201.0)",,,,2726530,0.0,1,[1020340],False,"(625952, 626452)",626202,,,,,,,,,,,,,,,,,,,,,,,,,,574993.0,,,,,,,,,,,,,,,,
NC_017554,Pantoea ananatis PA13 chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Pantoea","(77740.0, 78171.0)",,,,4586378,0.0,0,[130790],False,"(82020, 82520)",82270,,,,,,,,,,,,,,,,,82270.0,,,,,,,,,82794.0,,,,,,,,76254.0,,,,,,,,
NC_017049,Rickettsia prowazekii str. Chernikova chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, typhus group","(1109421.0, 1109804.0)",,,,1109804,0.0,0,[13810],False,"(323, 823)",573,,,,,,,,,,,,,,,,,573.0,,,,,,,,,1109797.0,234162.0,,,,,,,684.0,216356.0,,,,,,,
NZ_CP009245,"Corynebacterium aquilae DSM 44791 strain S-613, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2924948.0, 101.0)","(1962.0, 2961.0)",,,2926437,0.0,0,"[135070, 650260, 166600, 20860]",True,"(1378134, 1378634)",1378384,"(2496307, 2496807)",2496557.0,"(2173852, 2174352)",2174102.0,"(854279, 854779)",854529.0,,,,,,,,,,,1378384.0,2496557.0,2174102.0,854529.0,,,,,,1378394.0,2176317.0,853888.0,,,,,,1386724.0,237849.0,487673.0,1103808.0,854931.0,2169564.0,,,
NC_016929,Rickettsia canadensis str. CA410 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, typhus group","(1149843.0, 1150228.0)",,,,1150228,0.0,0,"[327590, 68400, 342510, 218770]",False,"(10347, 10847)",10597,"(234307, 234807)",234557.0,"(626494, 626994)",626744.0,"(741906, 742406)",742156.0,,,,,,,,,,,10597.0,234557.0,626744.0,742156.0,,,,,,1146483.0,643074.0,,,,,,,7195.0,626694.0,210795.0,,,,,,
NZ_CP006950,Dehalococcoides mccartyi CG4,"Bacteria, Chloroflexi, Dehalococcoidia, Dehalococcoidales,Dehalococcoidaceae, Dehalococcoides","(1599.0, 1925.0)",,,,1382308,0.0,0,[1550],False,"(1447, 1947)",1697,,,,,,,,,,,,,,,,,1697.0,,,,,,,,,1756.0,,,,,,,,1678.0,,,,,,,,
NC_017058,Rickettsia australis str. Cutlack chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, spotted fever group","(170040.0, 170432.0)",,,,1296670,0.0,0,[81330],False,"(957392, 957892)",957642,,,,,,,,,,,,,,,,,957642.0,,,,,,,,,14848.0,406763.0,174974.0,,,,,,40049.0,198291.0,,,,,,,
NC_017042,Rickettsia rhipicephali str. 3-7-female6-CWPP chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, spotted fever group","(110342.0, 110728.0)",,,,1290368,0.0,0,"[127850, 110580]",True,"(1043433, 1043933)",1043683,"(1166337, 1166837)",1166587.0,,,,,,,,,,,,,,,1043683.0,1166587.0,,,,,,,,130826.0,11060.0,,,,,,,,,,,,,,,
NZ_CP014137,"Brenneria goodwinii strain FRB141, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Brenneria","(4202705.0, 4203094.0)",,,,5360730,0.0,0,"[5610, 87440]",True,"(52, 552)",302,"(4198472, 4198972)",4198722.0,,,,,,,,,,,,,,,302.0,4198722.0,,,,,,,,94.0,4198297.0,,,,,,,4202669.0,375.0,,,,,,,
NC_017956,Tistrella mobilis KA081020-065 chromosome,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Tistrella","(3738945.0, 3739696.0)",,,,3919492,0.0,0,[695010],False,"(3773368, 3773868)",3773618,,,,,,,,,,,,,,,,,3773618.0,,,,,,,,,3801815.0,2407813.0,,,,,,,3767065.0,75644.0,,,,,,,
NC_016638,Mycoplasma haemocanis str. Illinois chromosome,"Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1264.0, 1587.0)",,,,919992,0.0,0,[53300],False,"(917025, 917525)",917275,,,,,,,,,,,,,,,,,917275.0,,,,,,,,,917285.0,759368.0,186781.0,,,,,,919950.0,,,,,,,,
NC_023150,Rhodococcus pyridinivorans SB3094,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Nocardiaceae, Rhodococcus","(3535749.0, 3536335.0)",,,,5227080,0.0,0,"[1276960, 873940, 703870]",True,"(1836215, 1836715)",1836465,"(2380583, 2381083)",2380833.0,"(571832, 572332)",572082.0,,,,,,,,,,,,,1836465.0,2380833.0,572082.0,,,,,,,3140021.0,1776170.0,4277798.0,537626.0,4735886.0,,,,1819867.0,572820.0,,,,,,,
NZ_CP018906,"Lactobacillus curieae strain CCTCC M 2011381, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(856183.0, 856685.0)","(854650.0, 854838.0)",,,2095860,0.0,0,"[27080, 49540]",False,"(855059, 855559)",855309,"(2093037, 2093537)",2093287.0,,,,,,,,,,,,,,,855309.0,2093287.0,,,,,,,,855261.0,2093281.0,,,,,,,853907.0,2095758.0,,,,,,,
NZ_CP011786,"Bifidobacterium actinocoloniiforme DSM 22766, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1399742.0, 1400162.0)",,,,1830060,0.0,0,[260350],False,"(407, 907)",657,,,,,,,,,,,,,,,,,657.0,,,,,,,,,,,,,,,,,1410860.0,,,,,,,,
NZ_HG916765,Castellaniella defragrans 65Phen complete genome.,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Castellaniella","(3891428.0, 3892068.0)",,,,3952818,0.0,0,"[307030, 197460]",False,"(3942531, 3943031)",3942781,"(2186873, 2187373)",2187123.0,,,,,,,,,,,,,,,3942781.0,2187123.0,,,,,,,,3942862.0,148700.0,,,,,,,3952735.0,1836935.0,,,,,,,
NZ_CP009248,"Corynebacterium sphenisci DSM 44792, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2594188.0, 27.0)","(1786.0, 2229.0)",,,2594799,0.0,0,[197790],False,"(2566926, 2567426)",2567176,,,,,,,,,,,,,,,,,2567176.0,,,,,,,,,17269.0,2567176.0,1075209.0,1321003.0,,,,,2557287.0,723890.0,397978.0,,,,,,
NZ_CP009247,"Corynebacterium frankenforstense DSM 45800 strain ST18, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2603363.0, 81.0)","(2056.0, 3280.0)",,,2604152,0.0,0,"[123980, 187780, 18140, 309120]",False,"(30540, 31040)",30790,"(1350371, 1350871)",1350621.0,"(2013172, 2013672)",2013422.0,"(1601516, 1602016)",1601766.0,,,,,,,,,,,30790.0,1350621.0,2013422.0,1601766.0,,,,,,36905.0,1349931.0,2013307.0,1601946.0,2409333.0,733449.0,987369.0,,30706.0,2012400.0,1365387.0,1592557.0,,,,,
NZ_CP019038,"Massilia putida strain 6NM-7T chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia","(3797114.0, 3797653.0)",,,,6987670,0.0,0,[1936170],False,"(3788141, 3788641)",3788391,,,,,,,,,,,,,,,,,3788391.0,,,,,,,,,3787616.0,,,,,,,,3690808.0,,,,,,,,
NC_017080,Phycisphaera mikurensis NBRC 102666,"Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, Phycisphaera","(3802939.0, 116.0)",,,,3803225,0.0,0,"[530400, 900860]",False,"(54403, 54903)",54653,"(723368, 723868)",723618.0,,,,,,,,,,,,,,,54653.0,723618.0,,,,,,,,81121.0,,,,,,,,423144.0,54601.0,3777661.0,1852025.0,3324420.0,,,,
NC_016893,Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony) chromosome,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Wigglesworthia","(718864.0, 179.0)",,,,719535,0.0,0,[143350],False,"(617115, 617615)",617365,,,,,,,,,,,,,,,,,617365.0,,,,,,,,,241301.0,94.0,330072.0,82985.0,,,,,68123.0,524610.0,,,,,,,
NZ_CP022110,"Nitrospirillum amazonense CBAmc chromosome 1, complete sequence.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Nitrospirillum","(39169.0, 39627.0)",,,,2945703,0.0,0,"[739510, 394860]",False,"(2925653, 2926153)",2925903,"(619598, 620098)",619848.0,,,,,,,,,,,,,,,2925903.0,619848.0,,,,,,,,2945392.0,2662079.0,,,,,,,2925649.0,,,,,,,,
NZ_CP007039,"Pseudomonas cichorii JBC1, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(1915.0, 2499.0)",,,,5986012,0.0,1,[3569620],False,"(5800868, 5801368)",5801118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5980683.0,,,,,,,,
NC_017030,Corallococcus coralloides DSM 2259 chromosome,"Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Corallococcus","(10080452.0, 89.0)",,,,10080619,0.0,0,[28270],False,"(4621, 5121)",4871,,,,,,,,,,,,,,,,,4871.0,,,,,,,,,4868.0,,,,,,,,6282.0,,,,,,,,
NZ_CP012418,"Kangiella sediminilitoris strain KCTC 23892, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Kangiellaceae, Kangiella","(2495815.0, 478.0)",,,,2496140,0.0,0,[2190],False,"(2495779, 138)",2496029,,,,,,,,,,,,,,,,,2496029.0,,,,,,,,,2496079.0,1417321.0,,,,,,,2495969.0,,,,,,,,
NZ_CP007044,"Chania multitudinisentens RB-25, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Chania","(964348.0, 964729.0)",,,,5488183,0.0,0,[88090],False,"(967550, 968050)",967800,,,,,,,,,,,,,,,,,967800.0,,,,,,,,,968696.0,,,,,,,,964291.0,,,,,,,,
NZ_CP006837,"Lysinibacillus varians strain GY32, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Lysinibacillus","(4662643.0, 373.0)","(1724.0, 1891.0)",,,4662822,0.0,0,[27200],False,"(1103, 1603)",1353,,,,,,,,,,,,,,,,,1353.0,,,,,,,,,4662815.0,,,,,,,,1354.0,,,,,,,,
NC_018720,Bifidobacterium asteroides PRL2011 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(2166973.0, 2167304.0)","(1744.0, 2157.0)",,,2167304,0.0,0,[294890],False,"(2162762, 2163262)",2163012,,,,,,,,,,,,,,,,,2163012.0,,,,,,,,,2163799.0,1738604.0,,,,,,,11240.0,,,,,,,,
NZ_CP013106,"Halomonas huangheensis strain BJGMM-B45, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas","(4757099.0, 228.0)",,,,4757486,0.0,0,[2500],False,"(4757389, 404)",154,,,,,,,,,,,,,,,,,154.0,,,,,,,,,139.0,,,,,,,,14.0,,,,,,,,
NZ_CP011388,"Paenibacillus swuensis strain DY6, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus","(1544878.0, 1545408.0)",,,,5012599,0.0,0,"[15750, 31220]",False,"(2144432, 2144932)",2144682,"(5011544, 5012044)",5011794.0,,,,,,,,,,,,,,,2144682.0,5011794.0,,,,,,,,2143608.0,,,,,,,,2145169.0,,,,,,,,
NZ_CP022521,"Actinoalloteichus hoggarensis strain DSM 45943 chromosome, complete genome.","Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Actinoalloteichus","(2017.0, 2965.0)",,,,6606717,0.0,0,[35150],False,"(2067, 2567)",2317,,,,,,,,,,,,,,,,,2317.0,,,,,,,,,2079.0,,,,,,,,3836.0,3703872.0,,,,,,,
NZ_CP014544,"Zhongshania aliphaticivorans strain SM2, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Zhongshania","(4181142.0, 4181630.0)",,,,4204359,0.0,0,[538280],False,"(4151186, 4151686)",4151436,,,,,,,,,,,,,,,,,4151436.0,,,,,,,,,4153453.0,,,,,,,,4126539.0,,,,,,,,
NZ_CP017786,"Bacillus xiamenensis strain VV3 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus","(1644704.0, 1645323.0)","(1643167.0, 1643362.0)",,,3637729,0.0,0,[371680],False,"(1625896, 1626396)",1626146,,,,,,,,,,,,,,,,,1626146.0,,,,,,,,,1643703.0,,,,,,,,1625119.0,3612080.0,,,,,,,
NZ_CP019699,"Novibacillus thermophilus strain SG-1, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Novibacillus","(3627311.0, 3627864.0)",,,,3629225,0.0,0,[66950],False,"(3542, 4042)",3792,,,,,,,,,,,,,,,,,3792.0,,,,,,,,,438.0,,,,,,,,3785.0,,,,,,,,
NC_019673,Saccharothrix espanaensis DSM 44229 complete genome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Pseudonocardineae, Pseudonocardiaceae, Saccharothrix","(9272952.0, 9273340.0)",,,,9360653,0.0,0,"[274930, 11080, 2061760, 720250]",False,"(9267851, 9268351)",9268101,"(6436038, 6436538)",6436288.0,"(3531800, 3532300)",3532050.0,"(2502706, 2503206)",2502956.0,,,,,,,,,,,9268101.0,6436288.0,3532050.0,2502956.0,,,,,,9264682.0,6436288.0,3531125.0,,,,,,7118.0,6436842.0,3544872.0,,,,,,
NZ_CP013862,"Lentibacillus amyloliquefaciens strain LAM0015, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Lentibacillus","(2713885.0, 2714452.0)","(2712343.0, 2712531.0)",,,3858284,0.0,0,"[171450, 78250]",False,"(2709736, 2710236)",2709986,"(8325, 8825)",8575.0,,,,,,,,,,,,,,,2709986.0,8575.0,,,,,,,,2712722.0,183.0,,,,,,,2708810.0,8756.0,,,,,,,
NZ_CP016305,"Rickettsia sp. MEAM1 (Bemisia tabaci), complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia","(614973.0, 615364.0)",,,,1378618,0.0,0,"[190550, 183440]",True,"(1368760, 1369260)",1369010,"(247536, 248036)",247786.0,,,,,,,,,,,,,,,1369010.0,247786.0,,,,,,,,513161.0,669488.0,1374680.0,833748.0,257760.0,,,,1365508.0,248233.0,,,,,,,
NZ_CP011387,"Deinococcus puniceus strain DY1, complete genome.","Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(92998.0, 93403.0)",,,,2971983,0.0,0,"[51400, 60]",True,"(1588362, 1588862)",1588612,"(444260, 444760)",444510.0,,,,,,,,,,,,,,,1588612.0,444510.0,,,,,,,,1588629.0,444504.0,2163517.0,,,,,,1586059.0,444501.0,4807.0,1289324.0,,,,,
NZ_HG916826,Pseudomonas pseudoalcaligenes CECT 5344 complete genome.,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas oleovorans/pseudoalcaligenes group","(4686204.0, 383.0)",,,,4686340,2.987405950059108e-06,0,[404600],False,"(4652627, 4653127)",4652877,,,,,,,,,,,,,,,,,4652877.0,,,,,,,,,4652880.0,,,,,,,,4632650.0,,,,,,,,
NZ_HG917868,"Clostridium bornimense replicon M2/40_rep1, complete genome, type strain M2/40T.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(2917398.0, 34.0)","(1385.0, 1644.0)",,,2917864,0.0,0,[94340],False,"(4463, 4963)",4713,,,,,,,,,,,,,,,,,4713.0,,,,,,,,,2917851.0,,,,,,,,4705.0,,,,,,,,
NZ_CP018218,"Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046, complete genome.","Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus","(375024.0, 375203.0)","(373184.0, 373658.0)",,,1891796,0.0,0,[147130],False,"(365986, 366486)",366236,,,,,,,,,,,,,,,,,366236.0,,,,,,,,,375020.0,,,,,,,,367664.0,,,,,,,,
NZ_LT605585,Brucella sp. 141012304 genome assembly,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,Brucellaceae, Brucella","(585417.0, 586255.0)",,,,2145953,0.0,0,[43210],False,"(702187, 702687)",702437,,,,,,,,,,,,,,,,,702437.0,,,,,,,,,703228.0,,,,,,,,701068.0,,,,,,,,
NZ_CP009977,"Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(2920325.0, 2920800.0)",,,,3248023,0.0,0,[342180],False,"(2905740, 2906240)",2905990,,,,,,,,,,,,,,,,,2905990.0,,,,,,,,,2905274.0,,,,,,,,2922383.0,,,,,,,,
NZ_CP015378,"Fictibacillus phosphorivorans strain G25-29 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Fictibacillus","(4216519.0, 4216690.0)","(4214269.0, 4215162.0)",,,4230665,0.0,0,[108780],False,"(4220295, 4220795)",4220545,,,,,,,,,,,,,,,,,4220545.0,,,,,,,,,4214949.0,,,,,,,,4220388.0,,,,,,,,
NC_022116,Amycolatopsis mediterranei RB,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Pseudonocardineae, Pseudonocardiaceae, Amycolatopsis","(1645.0, 2523.0)",,,,10246864,0.0,0,[1005320],False,"(10187209, 10187709)",10187459,,,,,,,,,,,,,,,,,10187459.0,,,,,,,,,10155305.0,461040.0,,,,,,,10205571.0,,,,,,,,
NZ_AP012547,"Sulfuritalea hydrogenivorans sk43H DNA, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Sterolibacteriaceae, Sulfuritalea","(1472.0, 1680.0)",,,,3802648,0.0,0,[616070],False,"(3771442, 3771942)",3771692,,,,,,,,,,,,,,,,,3771692.0,,,,,,,,,3771680.0,,,,,,,,3802483.0,,,,,,,,
NZ_CP007790,"Corynebacterium marinum DSM 44953, complete genome.","Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium","(2606395.0, 2607268.0)","(1615.0, 2201.0)",,,2607268,0.0,0,"[12610, 32730, 6570]",False,"(22985, 23485)",23235,"(1202974, 1203474)",1203224.0,"(2116528, 2117028)",2116778.0,,,,,,,,,,,,,23235.0,1203224.0,2116778.0,,,,,,,23572.0,2116778.0,1202903.0,,,,,,23243.0,1542872.0,426009.0,1203534.0,2118415.0,1877181.0,,,
NZ_CP013189,"Pseudohongiella spirulinae strain KCTC 32221, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudohongiella","(3344927.0, 192.0)",,,,3345119,0.0,0,[168140],False,"(5229, 5729)",5479,,,,,,,,,,,,,,,,,5479.0,,,,,,,,,3343658.0,,,,,,,,6946.0,,,,,,,,
NZ_CP007480,"Ehrlichia chaffeensis str. West Paces, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Ehrlichia","(1170519.0, 1170935.0)",,,,1170935,0.0,0,[253910],False,"(1159219, 1159719)",1159469,,,,,,,,,,,,,,,,,1159469.0,,,,,,,,,1162793.0,,,,,,,,4554.0,,,,,,,,
NC_019902,Thioalkalivibrio nitratireducens DSM 14787,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Thioalkalivibrio","(3950439.0, 3950659.0)",,,,4002350,0.0,0,[3210],False,"(4001892, 41)",4002142,,,,,,,,,,,,,,,,,4002142.0,,,,,,,,,4002315.0,,,,,,,,4002154.0,,,,,,,,
NZ_AP017312,"Aneurinibacillus soli DNA, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Aneurinibacillus group, Aneurinibacillus","(353291.0, 353853.0)","(351742.0, 351934.0)",,,4116770,0.0,0,[29230],False,"(351638, 352138)",351888,,,,,,,,,,,,,,,,,351888.0,,,,,,,,,352498.0,,,,,,,,351037.0,,,,,,,,
NC_021291,Spiribacter salinus M19-40,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Spiribacter","(1439.0, 1655.0)",,,,1739487,0.0,0,[3500],False,"(1738165, 1738665)",1738415,,,,,,,,,,,,,,,,,1738415.0,,,,,,,,,1738523.0,,,,,,,,1738348.0,,,,,,,,
NC_022793,Candidatus Liberibacter americanus str. Sao Paulo,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Candidatus Liberibacter","(175885.0, 176332.0)",,,,1195201,0.0,3,[22770],False,"(174452, 174952)",174702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174702.0,,,,,,,,
NZ_CP011409,"Herbaspirillum hiltneri N3, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Herbaspirillum","(827920.0, 828658.0)",,,,4965474,0.0,0,[99160],False,"(53123, 53623)",53373,,,,,,,,,,,,,,,,,53373.0,,,,,,,,,53375.0,,,,,,,,58333.0,,,,,,,,
NZ_CP006954,"Bibersteinia trehalosi USDA-ARS-USMARC-188, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Bibersteinia","(2339467.0, 2339926.0)",,,,2340975,0.0,0,[16320],False,"(566, 1066)",816,,,,,,,,,,,,,,,,,816.0,,,,,,,,,2340971.0,,,,,,,,813.0,,,,,,,,
NC_022369,Lactococcus lactis subsp. cremoris KW2,"Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus","(1366.0, 1521.0)",,,,2427048,0.0,0,[238580],False,"(11607, 12107)",11857,,,,,,,,,,,,,,,,,11857.0,,,,,,,,,2427016.0,,,,,,,,11898.0,,,,,,,,
NC_020888,Thalassolituus oleivorans MIL-1 complete genome,"Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Thalassolituus","(3910428.0, 3910747.0)",,,,3920328,0.0,0,[8330],False,"(3919155, 3919655)",3919405,,,,,,,,,,,,,,,,,3919405.0,,,,,,,,,3918886.0,,,,,,,,3919302.0,,,,,,,,
NZ_AP013035,"Thermosulfidibacter takaii ABI70S6 DNA, complete genome.","Bacteria, Aquificae, Aquificales","(1816550.0, 67.0)",,,,1816670,0.0,0,[434230],False,"(1794635, 1795135)",1794885,,,,,,,,,,,,,,,,,1794885.0,,,,,,,,,1791895.0,1011681.0,514866.0,,,,,,1813606.0,,,,,,,,
NC_022664,Spiribacter sp. UAH-SP71,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Spiribacter","(1442.0, 1657.0)",,,,1926631,0.0,0,[438220],False,"(1903281, 1903781)",1903531,,,,,,,,,,,,,,,,,1903531.0,,,,,,,,,1903527.0,,,,,,,,1925438.0,,,,,,,,
NZ_CP025543,"Spiroplasma monobiae MQ-1 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(891289.0, 891575.0)",,,,891575,0.0,2,[90],False,"(891336, 262)",12,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,
NZ_CP025057,"Spiroplasma floricola strain 23-6 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(1283845.0, 1284130.0)",,,,1284130,0.0,2,[20],False,"(1283895, 266)",16,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,
NZ_CP011797,"Reinekea forsetii strain Hel1_31_D35, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Saccharospirillaceae, Reinekea","(3659504.0, 53.0)",,,,3660060,0.0,0,[237110],False,"(3648475, 3648975)",3648725,,,,,,,,,,,,,,,,,3648725.0,,,,,,,,,3647363.0,,,,,,,,3659219.0,,,,,,,,
NZ_CP012395,"Clostridium autoethanogenum DSM 10061, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(2263897.0, 2264152.0)","(2261947.0, 2262543.0)",,,4352446,0.0,0,"[403210, 65320]",False,"(2282328, 2282828)",2282578,"(4280, 4780)",4530.0,,,,,,,,,,,,,,,2282578.0,4530.0,,,,,,,,2263356.0,634.0,,,,,,,2283516.0,3900.0,,,,,,,
NZ_CP006018,"Bifidobacterium indicum LMG 11587 = DSM 20214, complete genome.","Bacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium","(1771.0, 2181.0)",,,,1734546,0.0,3,[10720],False,"(8701, 9201)",8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8951.0,,,,,,,,
